2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Code
0.0005326449343775804,0.0007315357124552109,0.00043817809200827064,0.0003623215334190518,0.0006702922148408666,0.00024869977450365805,0.00032636540705515576,0.0003516857653475942,0.00029792183671981717,0.00031665820919845727,0.0003621462189456175,0.0003113815831473512,0.00035463931193344713,0.00046552649045761616,0.00023941562426363944,0.000267614365244505,0.0003266620832684441,0.0001672863970318225,0.0004752304147465438,0.00015382304341294878,1
0.015717252904887652,0.019113117786568632,0.022461191570548954,0.017259511404767038,0.016025954148756023,0.01913449914557526,0.0186609480691537,0.02063724913310143,0.020004077937197655,0.02510609374937894,0.026257666346288896,0.026764484780736553,0.029645526407371194,0.028071611067164926,0.029446861702194686,0.030995390403938106,0.03284979748216969,0.02750433176564672,0.026436164641809805,0.04049031095087877,2
0.0015049333066541161,0.0011182711527977745,0.0017481480129079962,0.00223338709317795,0.0019796687073943813,0.003104901308494123,0.0032442807815482835,0.0025904325050700224,0.003344753670407593,0.004400091685138396,0.00563598659370499,0.005029007995601572,0.005317932485955289,0.004438867825027505,0.00735383991159263,0.008438445627021686,0.008942691062500079,0.003330767368544173,0.0026065668202764976,0.008755896049271444,3
0.041946493139025966,0.04586775511725539,0.04354166571575935,0.04244178700696401,0.04430170205375364,0.04736705138214259,0.03924283225563204,0.041114392295208045,0.03791108195280369,0.04330532873494383,0.04737919049992702,0.048294110979523075,0.05312795187511393,0.05200803760581181,0.04450484438614464,0.041792034176073065,0.041986206756840595,0.04558350311315905,0.03990233556765815,0.04184948174853537,4
0.0,2.329731568328697e-06,1.1410887812715381e-05,5.574177437216182e-06,2.713733663323347e-06,2.56391520106864e-06,0.0,1.3684271025198217e-06,3.169381241700183e-06,3.974789236800719e-06,1.3769818210859981e-06,1.563422174798416e-05,1.6571930464179773e-06,1.8184628533500631e-06,1.512098679559828e-05,4.910355325587248e-06,5.0645284227665745e-06,2.7201040167776014e-06,5.498533724340176e-05,4.0859245906564516e-05,5
0.00011836554097279565,0.00011182711527977746,0.00021452469087904915,0.00017279950055370163,0.0002795145673223047,0.0001679364456699959,0.000475390707080341,0.00025452744106868683,0.0004637861217021268,0.00017356579667363137,0.00022031709137375967,0.00014591940298118553,0.00017069088378105166,0.00015456934253475538,0.00028855883134933384,0.0002958489083666317,0.00016966170216268025,0.00022168847736737452,0.000620548806032677,0.00020309448700615894,6
0.020172870054363603,0.015858482785613442,0.01931863306692714,0.020213825446491612,0.01690520385567279,0.01678979869419799,0.015972531656699356,0.014846065635237545,0.011914760547964887,0.012258250006293415,0.015463505850795757,0.012810941870660689,0.017385612249971,0.015833356064119,0.014812266648521482,0.0182530183340392,0.017957551655024582,0.01926785680284414,0.013963657310431504,0.01797205948625507,7
0.007668396118737547,0.007073065041445925,0.007245913761074267,0.00903574162572743,0.008218542399374756,0.010295401489891123,0.011297607994909295,0.01075173174449824,0.008595361927490896,0.00968523644033775,0.01228680878955036,0.01101952062870417,0.013951908257792951,0.015467845030595638,0.01341105520546271,0.01605317914817611,0.017677736459666728,0.016780321679501026,0.015033253037285295,0.016896499924891093,8
0.0027534079412005084,0.004035095076345303,0.00339816239062664,0.0027443533582561,0.0025400547088706526,0.0028331262971808473,0.003105687252524861,0.0029599078227503742,0.0028883627716027667,0.003958890079853516,0.0038348943717245046,0.0034551630063045,0.003912632782592844,0.0033659747415509668,0.0038331701526841643,0.003918463549818623,0.003243830454781991,0.002546017359703835,0.0028723292836196064,0.0033636773321315907,9
0.05281921354552705,0.05030589375492156,0.046937545928823446,0.04334666181093877,0.04189597716121749,0.04744781471097625,0.05498735520329286,0.0492579019823035,0.04231440895793914,0.04734238966978776,0.06269811325950875,0.04556333358087518,0.0509122847720531,0.03787312584672176,0.04219259348865107,0.03722294854561413,0.045288279288484404,0.043217012618562534,0.05179226015919564,0.059535526513444494,10
