Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,9331,7985,6781,7677,9476,13011,13964,17037,19849,21000,14741,14463,14816,13688,17067,19507,17639,18714,22175,19086
China,24,188,205,346,579,1714,1596,2107,3156,4016,3783,3887,4885,4713,4300,4805,4722,6722,8266,6711
France,4027,3266,3047,4030,4682,5709,4619,6533,4333,3426,2366,2535,2554,1804,2667,3524,3912,2760,3811,4106
Côte d'Ivoire,1609,1538,761,601,401,161,127,140,1635,680,66,596,323,84,4024,5666,1305,888,2736,1643
Togo,246,323,464,508,1060,2045,4164,4521,4219,5459,3515,2511,2232,2576,2276,2597,2698,1644,1271,1381
Belgium,43,357,436,42,113,30,35,485,789,167,623,104,71,67,272,327,247,608,971,1281
Ghana,46,81,0,0,3,148,0,36,3,101,2,5,49,15,57,6,66,222,698,836
India,3,25,27,11,8,6,25,4,4,51,26,82,188,180,320,477,366,883,2000,549
Nigeria,5,25,19,10,36,23,20,2,885,1118,10,975,1666,173,50,114,130,250,213,503
Tunisia,0,0,6,0,0,0,0,12,0,0,41,0,0,0,27,0,27,65,182,346
South Africa,5,37,37,36,58,0,1,14,0,3,9,14,75,159,72,35,39,30,31,315
Lebanon,38,14,10,10,17,14,18,19,43,28,45,127,111,102,398,123,291,254,317,303
Türkiye,407,275,400,388,408,479,586,439,619,558,22,14,31,134,254,711,251,578,139,291
Malaysia,10,0,0,0,2,0,0,0,0,0,29,35,153,328,36,20,66,31,123,266
Senegal,712,845,226,1364,1047,438,18,226,756,1040,175,1013,1211,2410,1032,404,353,290,250,198
Niger,0,0,0,0,0,0,42,49,0,0,4,0,0,0,81,0,53,86,16,63
United Arab Emirates,0,0,15,4,0,17,34,12,45,98,24,33,64,15,58,56,52,49,95,58
Switzerland,2,0,0,0,0,5,0,0,0,0,0,0,12,0,0,6,0,134,45,50
Netherlands,828,321,278,18,0,0,0,229,5,122,484,56,152,194,132,84,103,269,133,45
Denmark,0,4,0,0,0,0,0,0,0,0,4,73,0,41,145,0,0,187,178,38
Italy,65,9,11,63,11,255,13,56,12,11,32,41,12,36,47,48,95,95,83,23
Spain,332,390,288,177,146,389,45,22,0,16,27,17,45,28,181,25,139,63,11,19
