Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,0,0,0,2,0,2,0,0,0,1317,23913,1662,49,660,315,360
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
France,0,0,0,0,0,0,0,0,0,0,0,88,18990,510,49,660,130,19
Chad,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,11
Burundi,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,0
Cameroon,0,0,0,0,0,2,0,2,0,0,0,0,0,20,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,4923,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
HHI,0,0,0,0,0,1,0,1,0,0,0,0.712540232,0.386739084,0.215512738,1,1,0.296070823,0.807625682
