Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,6,4,11,0,0,0,0,0,0,0,59,83,33,81,99,16,4,35
Belgium,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,0,0,12
Portugal,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,1,0,7
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,4,3,0,1,79,2,0,3
South Africa,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,1,3
France,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,1
United States of America,0,0,2,0,0,0,0,0,0,0,8,0,4,42,0,2,1,1
Brazil,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,3,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,3,31,3,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,1,3,3,10,0,1,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,2,1,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HHI,0.130590976,1,0.447376776,0,0,0,0,0,0,0,0.148855028,0.246504519,0.175662865,0.409345502,0.672364887,0.129858535,0,0.147702618
