Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,7269,5053,5019,5927,5899,6187,11639,20443
China,2518,1827,1367,1896,1976,2464,4868,8291
Türkiye,57,26,19,330,458,723,1720,3558
South Africa,837,441,463,1044,554,451,756,3000
Zambia,606,515,195,512,548,100,665,1607
India,193,252,110,202,358,477,862,921
Nigeria,7,2,4,0,379,700,914,708
Belgium,194,211,218,238,229,125,355,508
Pakistan,99,43,5,23,105,109,135,251
"Tanzania, United Republic of",62,49,50,5,17,4,65,224
United Arab Emirates,293,144,1206,79,133,259,243,176
Kenya,510,393,153,47,77,61,320,139
Uganda,332,382,441,287,47,15,49,106
Morocco,220,353,81,458,222,217,78,100
Bangladesh,12,26,32,10,16,6,33,84
United States of America,54,85,56,70,130,44,15,83
France,82,46,23,58,60,14,93,72
Indonesia,4,3,9,27,0,4,0,63
Congo,0,0,33,6,3,4,7,50
Cambodia,580,0,0,178,84,21,59,47
Germany,33,19,30,111,8,0,27,43
Lesotho,5,0,24,4,21,9,49,42
Italy,30,39,8,23,29,6,24,40
Benin,4,1,0,0,8,47,19,39
"Hong Kong, China",5,4,3,7,28,69,125,33
Angola,13,4,3,0,1,0,3,25
Japan,3,6,0,0,0,5,4,22
Egypt,0,1,0,75,6,0,1,22
Viet Nam,117,1,29,7,0,0,5,21
Thailand,15,1,0,3,22,0,1,18
United Kingdom,3,7,3,10,18,2,3,17
Sri Lanka,2,0,0,0,6,15,7,16
Eswatini,0,0,0,0,0,3,0,14
Lebanon,1,2,5,16,8,4,5,13
Denmark,0,0,0,2,40,152,0,11
"Taipei, Chinese",0,0,0,2,0,17,0,11
Senegal,3,5,1,1,7,10,16,11
"Korea, Republic of",0,3,261,5,122,1,0,7
Portugal,5,0,0,0,0,0,2,7
Rwanda,6,26,28,6,11,5,0,6
Sweden,0,4,12,1,2,0,1,5
Australia,69,49,18,3,0,0,15,4
Brazil,2,0,0,0,0,0,0,4
Togo,0,1,0,0,1,0,0,4
Canada,0,1,0,73,4,3,2,3
Côte d'Ivoire,79,2,0,2,0,21,2,3
Burundi,0,0,0,0,0,0,0,2
Malaysia,1,2,34,0,1,2,0,2
Spain,17,4,2,35,45,0,32,2
Tokelau,0,0,0,0,0,0,0,1
Brunei Darussalam,0,0,0,0,0,0,0,1
Ghana,6,13,29,0,1,0,4,1
Israel,0,0,0,0,0,0,1,1
Switzerland,6,4,12,4,12,7,8,1
Tunisia,0,0,2,2,23,0,2,1
Chad,1,0,0,0,0,0,0,0
Albania,0,0,38,2,0,0,0,0
Argentina,11,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,10,0,0,0
Bosnia and Herzegovina,9,2,0,0,0,0,0,0
Bulgaria,0,0,0,2,1,0,0,0
Cameroon,17,4,1,0,1,0,0,0
Colombia,2,0,1,0,0,0,0,0
Costa Rica,0,0,0,0,2,0,0,0
Ethiopia,0,0,0,0,0,1,1,0
Djibouti,0,0,0,0,0,1,0,0
Gabon,5,1,0,0,0,0,0,0
Greece,1,0,0,0,0,0,0,0
Guinea,0,0,0,1,0,0,0,0
Ireland,0,2,0,0,0,0,0,0
Jordan,0,0,0,1,0,0,0,0
Kuwait,0,2,0,0,0,0,0,0
Luxembourg,19,0,0,0,0,0,0,0
Madagascar,0,7,0,1,0,0,0,0
Mali,0,3,0,0,0,0,0,0
Malta,2,0,0,2,0,0,0,0
Mauritania,0,0,0,45,0,0,0,0
Mexico,0,4,0,0,0,0,0,0
Namibia,0,0,0,0,9,0,0,0
Nepal,0,10,0,0,0,0,0,0
Netherlands,5,3,5,8,45,2,0,0
Niger,0,0,0,0,0,0,5,0
Poland,0,0,0,1,0,0,1,0
Romania,102,11,5,1,0,0,18,0
Saint Kitts and Nevis,3,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,1,0
Sierra Leone,0,0,0,0,0,0,6,0
Singapore,1,1,0,0,2,0,8,0
Zimbabwe,4,0,0,0,4,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,2,0
Ukraine,0,0,0,2,0,0,2,0
Burkina Faso,0,0,0,0,0,2,0,0
Uruguay,0,2,0,0,0,0,0,0
HHI,0.303720326,0.320458939,0.283829855,0.29710058,0.283666894,0.346592694,0.3807461,0.393822474
