Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,531,0,551,700,675,669,792,1022,446,741,642,498,627,1030,1068,1445,1012,888
Cameroon,0,0,0,0,0,0,52,0,0,0,0,0,172,0,0,0,210,479
Congo,0,0,0,0,0,493,0,382,99,148,330,329,336,722,803,360,107,332
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,42
France,2,0,25,3,3,2,1,57,4,5,0,0,33,24,5,297,99,13
China,0,0,8,6,3,0,207,0,0,0,0,0,0,0,0,5,7,10
Netherlands,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,10
Italy,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,2
Belgium,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,99,29,1
Chad,529,0,425,269,154,171,0,515,343,500,254,169,86,270,256,217,541,0
"Congo, Democratic Republic of the",0,0,92,421,515,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,43,0,0
Gabon,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,1,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Japan,0,0,0,0,0,0,26,0,0,0,0,0,0,14,0,0,0,0
Lebanon,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,44,0,0,0,0,0,0,5,0,0,0
Spain,0,0,0,0,0,0,14,23,0,0,59,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,1,0,0,0,89,0,0,0,0,0,204,8,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Egypt,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0
HHI,0.987164748,0,0.621254745,0.427562501,0.592737978,0.60201597,0.242496919,0.333830882,0.527982222,0.42782323,0.184020676,0.121543033,0.23936889,0.497735747,0.57836954,0.111830951,0.403470952,0.471537924
