Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1253,0,976,1960,1665,1527,2905,2420,1652,2125,1845,2011,4559,4171,6076,5550,7029,6816
Cameroon,66,0,233,323,260,262,158,345,108,129,113,61,1973,25,3392,3444,3605,5279
Netherlands,460,0,30,480,829,799,5,1505,1114,1499,838,1215,1032,1257,1269,574,1884,882
Belgium,58,0,0,265,140,23,85,96,47,47,49,84,624,806,97,398,219,237
France,380,0,236,217,161,195,1024,106,39,228,314,78,246,285,381,292,236,106
Malaysia,13,0,161,152,0,0,0,43,0,80,241,174,93,252,287,288,406,96
Poland,0,0,0,0,0,0,0,0,0,0,0,0,145,32,70,216,11,74
Spain,0,0,0,0,0,0,1,0,0,0,21,0,14,147,15,53,46,74
Morocco,36,0,0,0,0,0,0,0,0,19,19,19,0,0,0,12,0,32
United Arab Emirates,0,0,0,0,0,0,48,0,0,40,0,15,25,464,0,0,108,22
China,0,0,59,163,83,29,241,29,5,23,32,7,10,0,5,28,0,10
Tunisia,0,0,0,0,0,0,1,0,0,0,0,0,25,3,0,18,0,3
Lebanon,1,0,13,61,67,48,0,3,5,0,22,0,10,0,0,0,9,2
Chad,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,46,0,95,126,55,0,0,0,91,0,0,100,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,12,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0
Denmark,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,19,0,33,271,0,0,0,0,178,96,317,0,18,137,0
Ghana,0,0,0,0,0,0,10,126,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
Indonesia,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,128,0,0,0,0,33,0,0,201,0,0,0,0,0,0,20,10,0
Italy,0,0,0,0,0,0,15,0,0,0,7,4,0,43,13,0,265,0
Côte d'Ivoire,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0
"Libya, State of",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,1,0,4,10,57,15,17,4,5,3,0,0,0,0,0,0
New Zealand,0,0,0,20,65,0,0,9,0,42,31,54,234,365,494,178,0,0
Nigeria,0,0,13,12,0,0,0,17,4,0,0,0,0,0,0,0,8,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Saudi Arabia,0,0,0,1,0,46,5,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
India,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,14,0
Singapore,0,0,48,13,0,45,140,0,0,0,29,0,19,0,13,0,0,0
Viet Nam,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,34,0
Togo,0,0,9,2,0,0,125,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,83,55,19,15,0,20,13,21,38,0,0,0
Ukraine,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,10,0,0,0,126,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
HHI,0.278238623,0,0.174574647,0.154359982,0.332434974,0.394220338,0.272031423,0.514554747,0.558637881,0.596451532,0.334713099,0.491612267,0.345612858,0.20705196,0.447560461,0.508131253,0.452373251,0.699797246
