Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,43111,48755,68243,104706,201227,122540,192025,293534,225720,289917,108098,121536,173022,156504,160130,122259,135896,212601
China,1336,2572,5170,15173,31263,26388,42361,79650,63414,77505,30359,32552,82755,66028,79428,57921,59318,96647
Portugal,9587,12174,17438,13492,31971,19557,28373,56080,36814,31970,12963,13600,21244,20017,18095,14472,18639,24319
United States of America,1751,2427,4334,7968,15715,10144,12790,19760,20263,22230,13673,11266,6529,5189,8540,6149,4108,10038
South Africa,9965,3453,12398,5911,25113,6498,14752,24417,15586,29993,11009,15423,8988,11536,8109,4366,6824,9295
United Kingdom,339,1627,1994,9242,5943,8667,29659,21091,13668,18310,8113,6737,4321,8107,5040,5232,4927,8654
France,736,3615,1595,2569,7728,4023,5047,7081,8256,31729,2602,3360,6385,4590,4916,2772,7030,6502
Japan,583,766,402,699,2706,2046,2921,5004,4398,5006,4920,7558,3194,2403,5073,5027,4620,6405
Malaysia,0,101,0,2498,326,270,1548,1545,1143,3319,1344,777,2216,3090,2088,1748,3999,5794
India,284,55,617,673,477,985,539,1969,2325,3121,1936,600,1791,2016,2089,2552,3643,5673
Italy,581,1028,49,656,15266,639,2270,3649,4728,1767,598,3274,4751,5475,3496,1496,1118,4142
Belgium,4184,1510,1903,4957,5634,7618,6718,10281,6831,4736,3075,4547,3645,3206,3969,1621,1752,3640
Germany,327,1092,836,1093,1952,3318,2356,4660,4185,2007,830,1468,2158,1974,2413,2267,2233,3501
Indonesia,0,51,0,389,313,223,137,180,127,1334,188,126,439,278,7,54,74,3445
United Arab Emirates,5375,7755,9302,15145,17453,14156,12593,14636,11721,14914,3655,2871,5355,7382,3687,1920,1658,3235
Egypt,0,0,0,56,0,1,12,1,0,214,370,1091,486,418,213,1291,612,2797
