Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,88,437,105,81,269,38,156,76,111,267,93,139,300,211,246,228,250,291,1150,1523
China,0,1,0,0,7,6,40,2,5,162,8,19,175,81,62,137,88,179,471,711
Kenya,0,0,12,0,0,8,1,57,25,2,2,0,0,15,46,3,55,4,2,379
"Tanzania, United Republic of",0,3,2,1,99,3,3,4,4,14,2,33,0,13,23,8,6,39,608,172
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
India,11,0,0,0,16,0,16,0,5,0,0,0,11,0,4,1,0,4,25,66
Belgium,17,16,4,12,1,5,0,1,10,7,29,12,0,4,4,2,54,12,14,14
United Arab Emirates,0,0,1,2,3,7,9,6,19,5,15,1,0,33,9,18,3,6,6,10
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
United States of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,6,1,1,2
France,0,0,0,1,0,0,5,5,0,68,0,8,36,2,1,7,1,0,2,2
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uganda,0,0,0,0,0,8,10,1,26,3,7,7,0,4,4,4,2,3,1,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
El Salvador,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Greece,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,10,0,0,0,28,0,4,1,1,1,24,0,0,0,1,0,0,0,1,0
"Korea, Republic of",49,82,54,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Netherlands,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0
Nigeria,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,3,0,5,0,17,64,29,1,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,0,0,0,0
South Africa,1,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,41,0,0
Sweden,0,0,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
Thailand,0,321,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Türkiye,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.300299984,0.593977919,0.358528298,0.669719065,0.219556257,0.009018657,0.28775766,0.639621055,0.115895582,0.514899403,0.179145267,0.218902688,0.43790761,0.240894777,0.227690809,0.48036815,0.284335363,0.483983376,0.542561269,0.388475928
