Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,174,570,799,1163,1028,655,625,755,650,626,836,301,93,29,0,30,3,224
Nigeria,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
Mali,0,0,0,0,0,95,395,311,238,158,12,10,30,0,0,29,0,30,3,41
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ghana,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,2
France,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,168,537,799,1068,616,344,384,594,638,614,799,301,93,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
HHI,0,0,0.885128787,0.865217636,1,0.733488375,0.318647088,0.003062074,0.34426738,0.628234283,0.937561087,0.954964954,0.896990235,1,1,1,0,1,1,0.631218478
