Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,62,113,112,20,60,137,60,211,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,47,52,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,3,18,1,0,0,10,0,66,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,42,110,0,50,123,49,76,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.553419242,0.083411667,0.957941586,1,0.637737222,0.766344531,0.648905361,0.24226906,0,0,0,0,0,0,0,0,0,0
