Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,20,11,35,0,0,0,0,0,0,0,207,519,632,775,315,355,258,1017
Germany,0,0,0,0,0,0,0,0,0,0,0,1,0,335,0,0,0,628
Portugal,0,0,0,0,0,0,0,0,0,0,2,1,0,0,27,98,50,155
South Africa,2,0,1,0,0,0,0,0,0,0,12,9,1,143,8,1,6,95
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,34,50
Brazil,0,2,1,0,0,0,0,0,0,0,2,0,0,0,111,30,19,35
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,151,377,613,137,26,48,65,25
France,0,4,4,0,0,0,0,0,0,0,19,11,7,19,1,3,1,14
Congo,0,0,0,0,0,0,0,0,0,0,1,80,4,15,1,11,16,6
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,7,0,1,2,1,1,2,3
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
United States of America,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,1,1
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Italy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lebanon,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,72,48,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Argentina,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,1,2,73,129,82,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0
HHI,0.14394184,0.02954782,0.618263115,0,0,0,0,0,0,0,0.632685202,0.65146987,0.953640283,0.304764321,0.347819285,0.231004222,0.206514309,0.502760596
