Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,76,259,27,120,18,40,55,38,14,40,73,56,41,27,35,42,76,46,68,158
Italy,0,0,9,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,138
China,25,3,6,13,15,16,36,4,8,18,3,0,13,6,0,30,26,3,6,17
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
France,0,254,1,2,1,1,1,2,0,2,0,2,2,12,19,3,13,19,5,1
United Arab Emirates,0,1,2,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3,0,1
Belgium,0,0,0,0,0,0,0,0,0,0,0,44,1,0,1,2,3,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0
Benin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,1,0,0,7,0,14,0,21,3,6,22,6,12,0,2,1,0,0,4,0
Ghana,3,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Côte d'Ivoire,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Japan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mali,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0
Netherlands,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0
Portugal,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Senegal,1,0,8,5,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Switzerland,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
Syrian Arab Republic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Togo,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United States of America,45,1,0,92,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,0
HHI,0.457333152,0.961557163,0.165991195,0.59798725,0.711838261,0.268309265,0.506138186,0.35058301,0.237179148,0.242421981,0.28949136,0.628777637,0.112511857,0.19965622,0.322890578,0.558404201,0.317392243,0.220888073,0.104694676,0.783077639
