Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,39,20,43,0,128,20,24,241,154,255,252,50,88,192,483,314,457,274,221,224
Somalia,0,0,0,0,0,0,0,12,59,61,26,43,54,70,101,182,134,257,158,102
Sudan,0,0,0,0,0,0,0,0,0,100,99,6,0,0,70,20,0,0,45,46
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Djibouti,0,0,2,0,0,0,2,0,9,0,0,1,34,3,43,0,78,0,0,24
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,1,2
United States of America,0,0,0,0,1,0,0,0,0,94,0,0,0,14,0,1,2,0,2,2
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,39,0,0,0,74,0,0,127,0,0,0,0,0,0,144,0,147,1,1,1
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,2,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
Australia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,1,0
Ghana,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Japan,0,0,40,0,0,0,0,95,83,0,126,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),0,20,0,0,53,20,0,6,2,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HHI,1,1,0.765766591,0,0.316578523,1,0.586741188,0.320884476,0.392153659,0.027516051,0.158146296,0.689014424,0.061565556,0.322957677,0.073528145,0.516123259,0.2597458,0.888878853,0.639890504,0.329543357
