Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,192,14,5,0,0,0,0,0,0,0,47,20,60,1142,105,36,999,1540
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,891,1094
Congo,7,14,5,0,0,0,0,0,0,0,47,4,47,123,5,36,53,211
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,166
Gabon,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,68
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,619,96,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Africa,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0
HHI,0.603828428,1,1,0,0,0,0,0,0,0,0,0.401219067,0.595131482,0.357063495,0.803058003,1,0.790085363,0.516629965
