Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,2,0,0,23,9,13,12,124,15,47,108,72,41,34,50,34,4,2412,5086
Italy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,456,2001
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1691
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,517
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,459
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,60
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,40
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
United States of America,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,0,214,0
Sudan,0,0,0,0,0,0,0,0,0,15,47,90,48,37,34,19,0,0,0,0
Sudan (before 2012),0,0,0,0,23,9,11,11,124,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HHI,0,1,0,0,1,1,0.486649621,0.72838822,1,1,1,0.493675107,0.347818874,0.684858773,1,0.068555965,1,0.284959256,0.239303857,0.333473311
