Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,0,4,0,0,1,15,707,2,0,9,3,0,7,0,0,0,71,5,1,0
Belgium,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,2,0,6,0,0,7,0,0,0,68,2,1,0
Kenya,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,4,0,0
"Tanzania, United Republic of",0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,1,0,0,0
HHI,0,1,0,0,1,1,0.321121441,1,0,0.317302886,1,0,1,0,0,0,0.901251923,0.639551884,1,0
