Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,12967,20781,28072,38198,81423,60881,58468,73439,82344,88355,34051,36064,37292,34493,32698,23066,22914,44646
Portugal,6812,8451,12287,17691,29443,26084,27753,39265,32140,42545,13850,15392,21046,18552,13510,11362,9063,14683
China,1248,801,1726,3528,12019,11867,11305,14090,10061,13416,9772,9875,6734,7501,7428,3212,4193,7500
India,24,0,26,123,527,523,323,418,931,1646,553,293,228,611,632,604,817,4535
France,228,178,445,649,1447,1054,749,1154,748,1199,345,835,316,382,426,586,1853,3261
Germany,53,131,106,128,174,181,95,113,1827,790,322,253,357,194,402,440,110,3174
Spain,295,20,670,1638,723,239,830,1183,2337,2366,481,561,1147,1532,1232,1167,1438,2273
Türkiye,79,0,0,45,484,414,280,587,1678,1394,500,471,179,592,1166,1246,2042,2145
United Kingdom,40,55,235,242,373,1417,438,842,1359,482,340,300,444,394,383,260,745,1378
United Arab Emirates,656,80,540,415,485,941,389,1228,13480,2839,1903,3699,1349,815,536,315,509,1173
United States of America,27,101,630,600,1764,2828,3294,2324,1891,7406,660,962,478,165,329,523,158,825
Belgium,128,303,102,234,2005,351,5308,391,479,400,311,287,470,563,1892,56,108,824
South Africa,1037,1408,2558,1495,5659,1908,1812,1815,1441,1172,869,707,967,933,1229,528,409,737
Italy,83,136,64,332,373,1079,338,474,917,1246,1232,825,790,554,198,622,390,688
Brazil,1164,6581,6747,6924,16688,7460,2479,2591,3606,3983,548,513,920,330,303,163,281,331
Netherlands,17,33,73,127,75,177,65,910,176,176,284,270,104,19,2176,43,54,175
Egypt,0,0,0,153,525,54,39,1747,13,1,26,36,4,106,205,4,32,156
Greece,0,0,0,29,135,48,0,48,4819,357,88,60,174,70,33,8,9,142
Algeria,0,0,0,1,0,147,237,362,0,215,76,75,17,0,0,0,88,72
Namibia,5,0,2,342,2417,468,472,809,404,493,111,55,102,19,17,14,15,61
Slovenia,0,0,0,0,0,1,0,0,10,0,0,0,0,7,21,17,16,57
Tunisia,0,0,0,8,15,234,837,980,642,443,27,33,5,36,10,0,45,50
Mexico,0,0,0,11,0,0,0,0,0,0,0,1,4,1,132,3,13,43
Australia,0,0,0,1,22,0,8,0,0,9,0,0,0,34,0,1424,5,37
"Korea, Democratic People's Republic of",0,0,0,12,0,24,0,0,1,0,0,0,0,0,0,0,0,32
Singapore,0,0,19,10,36,23,26,111,25,22,8,14,15,21,30,6,15,32
Viet Nam,75,524,306,11,94,10,95,157,193,256,158,53,11,87,15,9,8,29
Lebanon,1,67,577,114,160,1031,41,212,52,95,177,24,75,46,18,25,9,27
"Hong Kong, China",47,0,9,60,25,0,83,13,5,78,106,5,3,5,4,36,0,26
Switzerland,97,0,63,82,139,160,104,68,73,94,162,29,39,195,35,68,6,23
Poland,0,0,0,0,170,2,0,9,0,176,40,1,106,27,42,146,40,15
