Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Total,28,109,39,17,14,0,0,5,0,0,2,6,0,0,3,120,0,1,0,1
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Nigeria,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,109,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
India,0,0,0,17,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HHI,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0.641032727,0,1,0,1
