Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,692,710,1220,0,0,0,0,0,0,0,20481,27174,13791,7427,10426,6013,6608,6908
Ghana,0,0,0,0,0,0,0,0,0,0,2267,1169,3,37,0,0,1,2018
"Congo, Democratic Republic of the",1,0,49,0,0,0,0,0,0,0,3282,4189,1836,443,5357,893,4089,1176
South Africa,151,48,9,0,0,0,0,0,0,0,50,594,40,660,503,730,974,785
Spain,0,0,16,0,0,0,0,0,0,0,164,234,298,122,9,1,19,637
Sao Tome and Principe,0,3,4,0,0,0,0,0,0,0,66,880,569,17,66,7,44,592
United Kingdom,0,0,294,0,0,0,0,0,0,0,57,124,401,57,3,5,7,520
Namibia,20,1,4,0,0,0,0,0,0,0,873,594,257,517,458,10,45,353
Portugal,161,41,27,0,0,0,0,0,0,0,2890,3334,1760,1314,869,576,540,164
China,0,0,41,0,0,0,0,0,0,0,752,99,1,29,1,2,0,114
Zambia,14,0,2,0,0,0,0,0,0,0,25,2,27,3,43,90,0,89
Sweden,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,26,81,72
Belgium,3,84,21,0,0,0,0,0,0,0,75,1629,4,223,235,513,108,63
Cuba,0,0,0,0,0,0,0,0,0,0,929,111,385,25,224,26,19,44
Gabon,0,0,9,0,0,0,0,0,0,0,187,18,470,0,0,87,28,44
Mozambique,6,3,53,0,0,0,0,0,0,0,680,23,182,2,129,5,23,34
Congo,17,0,341,0,0,0,0,0,0,0,4042,137,3729,346,3,26,55,32
United States of America,0,44,25,0,0,0,0,0,0,0,179,148,358,43,84,67,68,32
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,9,0,28
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,679,2663,172,570,668,1058,12,25
Cameroon,4,129,0,0,0,0,0,0,0,0,1089,267,37,132,124,67,3,11
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11
Guinea,0,18,0,0,0,0,0,0,0,0,154,2147,336,334,656,84,1,11
Türkiye,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,10
Lebanon,0,0,0,0,0,0,0,0,0,0,100,716,325,107,24,72,117,8
Netherlands,47,5,11,0,0,0,0,0,0,0,85,1988,314,523,89,25,8,7
Côte d'Ivoire,0,3,105,0,0,0,0,0,0,0,57,513,241,112,355,0,60,5
Germany,0,0,24,0,0,0,0,0,0,0,36,12,4,0,19,21,15,4
Nigeria,5,8,0,0,0,0,0,0,0,0,21,115,63,966,78,3,4,4
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brazil,0,0,0,0,0,0,0,0,0,0,1,3,1,20,29,6,19,3
France,20,157,5,0,0,0,0,0,0,0,37,80,342,190,26,5,17,3
Gambia,0,0,0,0,0,0,0,0,0,0,0,441,0,0,39,2,8,3
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,7,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,26,166,26,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,9,24,9,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,78,1,29,1,6,0
Panama,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,6,27,29,0,0,22,0,0
Senegal,36,26,0,0,0,0,0,0,0,0,74,661,34,8,112,78,0,0
India,0,0,0,0,0,0,0,0,0,0,0,420,0,0,1,0,0,0
Equatorial Guinea,0,0,30,0,0,0,0,0,0,0,70,48,8,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
