Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,490,2801,5726,0,0,0,0,0,0,0,82255,51285,57645,28829,20628,6969,19417,31842
United Kingdom,36,259,697,0,0,0,0,0,0,0,21998,10156,5617,4249,4048,1142,8138,10020
Namibia,0,0,0,0,0,0,0,0,0,0,451,165,105,245,3,95,1971,3662
United States of America,2,53,356,0,0,0,0,0,0,0,9849,4168,2641,2216,1044,938,847,2385
Congo,0,0,494,0,0,0,0,0,0,0,4339,307,424,1582,246,369,221,2292
Ghana,0,0,0,0,0,0,0,0,0,0,2579,57,516,1031,86,1,301,2166
Norway,3,1,96,0,0,0,0,0,0,0,4292,2006,7492,1072,5586,1092,717,1663
South Africa,84,76,308,0,0,0,0,0,0,0,684,1331,459,499,223,153,546,1347
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084
Mauritania,0,367,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,1045
United Arab Emirates,0,0,73,0,0,0,0,0,0,0,3346,1706,6148,3344,348,120,1245,855
Germany,6,310,328,0,0,0,0,0,0,0,4340,8709,5455,1315,1715,114,972,600
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,3009,14,253,454,184,0,77,497
Senegal,0,0,0,0,0,0,0,0,0,0,2571,12,11,2,2,1,94,437
Brazil,6,11,421,0,0,0,0,0,0,0,168,25,83,17,2290,2,51,388
Gabon,0,1,20,0,0,0,0,0,0,0,1117,29,134,241,411,49,51,375
Belgium,0,0,20,0,0,0,0,0,0,0,4618,11606,4530,1220,54,365,433,295
Netherlands,0,10,140,0,0,0,0,0,0,0,3958,5520,8814,2225,167,323,35,282
Kenya,0,0,0,0,0,0,0,0,0,0,11,171,0,585,5,10,7,277
France,105,50,363,0,0,0,0,0,0,0,1074,546,2424,815,230,197,950,275
Nigeria,2,1157,56,0,0,0,0,0,0,0,203,49,759,1645,1529,640,106,230
Spain,0,0,0,0,0,0,0,0,0,0,216,186,47,85,119,85,94,190
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,471,278,10,39,60,177,6,175
Cameroon,0,0,10,0,0,0,0,0,0,0,53,91,11,580,20,83,158,147
Egypt,0,0,0,0,0,0,0,0,0,0,1005,8,115,250,9,13,3,137
Malaysia,0,0,0,0,0,0,0,0,0,0,577,23,88,196,51,1,84,123
Italy,34,0,0,0,0,0,0,0,0,0,695,126,2764,77,206,96,29,113
Japan,0,0,0,0,0,0,0,0,0,0,89,21,159,68,85,60,37,108
Singapore,0,0,0,0,0,0,0,0,0,0,1317,1057,964,228,101,351,63,108
"Congo, Democratic Republic of the",0,0,53,0,0,0,0,0,0,0,3,2,7,5,1,2,1128,94
Romania,0,0,0,0,0,0,0,0,0,0,46,32,28,20,0,5,32,77
Mozambique,0,0,0,0,0,0,0,0,0,0,84,2,5,11,84,46,56,62
Canada,0,5,0,0,0,0,0,0,0,0,473,13,0,89,43,15,16,48
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Portugal,208,289,14,0,0,0,0,0,0,0,550,545,449,361,154,33,154,44
Equatorial Guinea,0,150,4,0,0,0,0,0,0,0,61,2,29,145,213,3,150,36
Indonesia,0,0,288,0,0,0,0,0,0,0,24,82,276,46,2,5,13,28
Australia,0,1,0,0,0,0,0,0,0,0,50,0,15,155,31,8,111,25
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Qatar,0,0,0,0,0,0,0,0,0,0,5,0,2,68,46,2,6,13
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,89,5,0,26,5,1,1,13
Sweden,0,0,0,0,0,0,0,0,0,0,82,22,192,0,0,10,11,12
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,14,6,16,0,8,0,0,10
Uganda,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,10
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,115,5
Viet Nam,0,0,0,0,0,0,0,0,0,0,10,3,165,14,2,0,0,5
Denmark,0,0,1541,0,0,0,0,0,0,0,581,53,46,6,58,16,0,4
Israel,0,46,123,0,0,0,0,0,0,0,598,10,594,310,0,0,14,4
Thailand,0,0,0,0,0,0,0,0,0,0,0,118,36,7,0,5,6,3
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
China,0,0,0,0,0,0,0,0,0,0,73,55,51,140,297,5,1,2
Iraq,0,0,0,0,0,0,0,0,0,0,327,4,0,2,2,0,0,2
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sao Tome and Principe,0,17,0,0,0,0,0,0,0,0,16,11,1,66,0,27,2,1
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,1,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0
Chad,0,0,0,0,0,0,0,0,0,0,22,0,180,207,27,58,6,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,1705,29,729,61,2,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Azerbaijan,0,0,0,0,0,0,0,0,0,0,11,82,18,0,0,0,24,0
Argentina,0,0,0,0,0,0,0,0,0,0,20,328,12,8,5,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,3,0,60,183,12,18,0,0
Bahrain,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0
Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,0,0,0,0,0,0,0,0,0,130,37,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,115,58,204,54,8,1,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,104,7,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,23,0,0,27,0,0,4,0
