Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,108058,71628,66822,78025,84519,71554,140139,214491
China,31602,24952,19816,25329,29565,31942,66925,131537
Japan,12157,7620,7468,13160,13510,9091,13264,25719
South Africa,21062,12795,10048,13126,12723,7987,24748,16312
India,2142,1990,2531,4211,2164,2484,5040,10512
United Arab Emirates,3921,558,1087,945,1196,1957,5757,6171
United States of America,7430,5366,4683,2973,4218,1996,2317,3537
Zambia,3550,485,222,320,550,377,921,2103
Belgium,2215,1010,1110,1745,1131,962,1619,1990
Germany,3453,1261,1783,1457,2429,1565,1415,1886
Finland,242,547,164,106,482,486,539,1756
Malaysia,931,2090,749,1221,1266,1313,1713,1401
Spain,2628,973,1626,665,798,407,974,1045
France,5172,1874,2124,2079,1433,2037,1738,959
"Korea, Republic of",491,375,541,185,368,198,298,943
Thailand,255,287,322,288,772,458,828,916
Italy,750,994,929,826,1637,600,707,828
"Tanzania, United Republic of",135,28,3,71,261,22,123,727
Netherlands,295,658,2135,347,640,766,2145,711
Sweden,353,491,129,671,428,261,638,628
United Kingdom,943,306,407,347,317,535,456,562
Viet Nam,0,356,254,248,352,23,258,548
Denmark,636,53,178,26,147,462,2129,371
Luxembourg,490,408,1771,1656,731,0,384,369
Hungary,2,7,3,3,7,12,10,290
Kenya,152,68,21,61,177,118,271,286
Uganda,225,127,152,156,122,184,206,271
Australia,679,766,189,144,492,881,373,254
Romania,17,21,53,202,482,121,102,229
Sri Lanka,234,307,95,190,153,185,267,199
Czech Republic,39,156,133,76,32,25,77,148
Mexico,98,55,84,99,176,106,93,117
Türkiye,905,173,253,458,96,87,136,107
Brazil,1025,2382,4539,2988,4437,3034,1771,106
Canada,136,161,76,457,101,54,105,96
Singapore,1173,274,103,39,94,70,43,91
"Taipei, Chinese",173,107,139,98,102,58,95,90
Switzerland,187,101,29,2,100,141,71,86
Pakistan,11,99,0,10,2,37,163,83
Angola,9,42,63,111,135,51,16,61
Uruguay,0,0,0,0,0,0,0,59
Poland,197,163,153,194,142,130,123,47
Egypt,200,24,70,190,25,0,0,46
Slovenia,0,688,25,5,25,0,17,44
Lebanon,89,7,92,98,116,33,23,38
Serbia,44,1,0,0,6,47,48,37
Bangladesh,0,23,0,143,53,9,78,28
Indonesia,350,210,142,104,107,121,137,23
Portugal,1,0,0,3,0,11,42,20
Slovakia,20,9,231,0,11,6,15,20
"Hong Kong, China",60,8,4,54,10,7,2,12
Russian Federation,43,1,6,13,77,9,5,8
Georgia,1,0,0,0,0,0,0,6
Nigeria,2,0,0,2,3,0,4,6
Argentina,0,0,0,0,0,0,0,5
Botswana,5,0,0,0,0,0,0,5
Rwanda,77,4,4,1,4,0,2,5
Sierra Leone,0,0,6,0,0,19,122,5
Norway,39,9,12,11,0,1,0,4
Ireland,33,17,8,6,20,7,0,3
Mozambique,0,0,0,0,0,0,3,3
New Zealand,1,10,0,1,2,0,4,3
Philippines,0,0,1,0,0,2,0,3
Eswatini,33,9,19,10,7,0,6,3
El Salvador,0,3,0,0,0,0,0,2
Estonia,1,0,0,0,2,0,0,2
Lesotho,0,0,0,0,0,0,0,2
Lithuania,0,0,0,0,0,0,0,2
Morocco,2,0,0,5,1,9,6,2
Burundi,0,0,0,0,1,0,0,1
Ghana,1,0,0,0,0,0,0,1
Mauritius,647,102,12,0,0,1,664,1
Congo,2,1,0,0,0,12,0,0
Ukraine,4,0,0,25,0,0,0,0
Cocos (Keeling) Islands,0,0,0,0,1,0,0,0
"Korea, Democratic People's Republic of",17,0,0,0,24,0,0,0
Northern Mariana Islands,0,0,0,0,0,1,0,0
United States Minor Outlying Islands,0,0,0,0,0,0,4,0
Austria,2,0,0,0,1,18,1,0
Bulgaria,1,0,0,13,0,0,3,0
Cameroon,0,0,0,4,8,0,0,0
Chile,0,0,0,0,13,0,0,0
Costa Rica,0,6,0,0,0,0,0,0
Benin,0,0,0,0,6,0,0,0
Djibouti,7,0,0,0,0,0,0,0
Gabon,2,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,8,0
Guinea,0,1,0,0,0,0,0,0
Iceland,0,0,0,5,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,4,0,0,0
Israel,169,0,0,0,0,14,0,0
Côte d'Ivoire,0,0,0,2,5,0,0,0
Liberia,0,0,0,16,0,0,0,0
Malawi,34,0,3,0,0,0,0,0
Malta,0,0,0,0,1,1,0,0
Mauritania,0,0,0,1,0,0,0,0
Namibia,14,0,2,1,0,0,83,0
Panama,4,0,0,0,0,0,0,0
Qatar,0,3,4,0,8,0,0,0
Saudi Arabia,8,0,0,3,0,0,0,0
Senegal,0,8,14,18,7,0,1,0
Zimbabwe,26,0,0,0,0,0,0,0
Togo,0,0,1,0,0,0,0,0
Tunisia,0,0,0,0,1,0,0,0
HHI,0.303563423,0.333176873,0.278240415,0.330236301,0.344305645,0.406713602,0.453540419,0.58320227
