Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,46541,32817,28862,35665,44614,36044,39533,60135
China,21283,16946,15572,20621,30047,23589,18864,28697
India,1637,1249,1406,2235,2552,2519,4861,8522
South Africa,2592,1680,1538,3565,3174,2646,2622,5956
Angola,3,5,2,7,28,170,1632,3272
United Arab Emirates,4093,1764,1204,1362,1345,975,2469,3149
Spain,2950,2326,1905,1816,1550,1251,3224,2939
Zambia,468,497,229,484,634,781,1171,1160
Germany,645,430,243,87,768,179,456,816
"Tanzania, United Republic of",851,193,91,135,71,56,362,744
Belgium,1229,561,580,394,132,685,685,702
Türkiye,72,59,101,47,93,247,481,673
Austria,3658,1670,204,0,1971,129,7,641
Kenya,421,118,60,53,200,309,332,568
Italy,1273,1101,479,760,1262,726,775,388
Uganda,359,311,538,504,140,481,285,372
Lebanon,12,63,0,30,4,12,79,309
Thailand,35,0,3,2,11,260,22,240
"Korea, Republic of",3070,2981,3619,3133,87,443,702,200
Rwanda,68,24,71,24,18,47,37,161
United States of America,388,558,397,40,227,35,147,149
Egypt,22,3,222,0,27,11,58,114
Malaysia,18,12,0,0,14,1,2,73
France,285,111,60,87,38,20,64,59
Guinea,0,0,0,0,0,0,0,43
Luxembourg,1,0,0,0,0,0,0,40
Saudi Arabia,34,6,0,0,0,0,0,27
Brazil,207,10,33,32,13,6,15,22
Viet Nam,0,0,0,0,15,14,0,14
Nigeria,3,10,0,1,1,1,1,10
Switzerland,55,3,9,2,9,4,27,10
Japan,170,5,0,15,4,2,12,9
Burundi,0,0,0,7,2,1,0,7
Netherlands,4,0,0,1,2,0,0,6
Norway,0,0,0,0,0,1,1,6
Portugal,61,44,178,145,3,2,0,6
United Kingdom,9,11,35,26,38,48,11,6
Canada,27,22,50,2,50,231,8,4
"Hong Kong, China",47,2,2,6,9,3,17,3
"Taipei, Chinese",74,0,0,0,0,0,18,3
Eswatini,3,0,0,2,0,0,0,3
Mauritius,0,0,0,0,0,0,0,2
Australia,102,5,0,2,14,11,0,1
Cameroon,2,0,0,0,1,0,0,1
Congo,7,0,2,0,1,0,1,1
Finland,0,0,0,0,0,0,0,1
Côte d'Ivoire,0,2,0,0,0,0,1,1
Malta,0,0,0,0,0,0,0,1
Poland,19,0,22,0,0,0,30,1
Anguilla,0,0,0,0,0,0,0,1
Senegal,0,1,0,0,0,0,0,1
Singapore,46,0,0,7,7,2,15,1
"Korea, Democratic People's Republic of",0,0,0,0,0,109,0,0
Albania,0,0,0,0,3,0,0,0
Bangladesh,0,4,0,0,0,0,0,0
Costa Rica,0,0,0,1,0,1,0,0
Czech Republic,101,0,4,3,22,9,22,0
Denmark,2,0,0,0,0,0,1,0
Ethiopia,0,0,0,0,1,0,0,0
Eritrea,1,0,0,0,0,0,0,0
Gambia,1,0,0,0,0,0,0,0
Ghana,1,0,0,0,0,0,0,0
Greece,0,0,0,0,4,2,1,0
Haiti,0,0,1,0,0,0,0,0
Honduras,1,0,0,0,0,0,0,0
Indonesia,37,0,0,1,13,13,0,0
Ireland,1,0,0,0,0,0,0,0
Israel,0,0,0,0,5,3,0,0
Jordan,0,15,0,0,0,0,0,0
Madagascar,1,0,1,0,0,0,0,0
Malawi,12,0,0,0,0,0,0,0
Mali,0,2,0,0,0,0,0,0
Morocco,0,0,0,23,4,0,3,0
Mozambique,0,1,0,0,0,0,0,0
Namibia,25,0,0,1,0,1,0,0
Niger,0,0,0,0,0,0,3,0
Pakistan,1,8,0,0,0,0,1,0
Sierra Leone,0,0,0,0,0,6,1,0
Zimbabwe,20,0,0,0,0,0,0,0
Suriname,0,3,0,0,0,0,0,0
Sweden,2,0,0,1,2,1,1,0
Togo,1,0,0,0,0,0,3,0
Tunisia,0,0,0,0,0,0,1,0
Turks and Caicos Islands,0,1,0,0,0,0,0,0
Ukraine,16,0,0,0,0,0,0,0
Uruguay,18,0,0,0,0,0,0,0
HHI,0.410579019,0.455014959,0.472065515,0.524725078,0.628930257,0.606440949,0.427275662,0.438074576
