Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,11246,10591,10123,9464,9184,6510,11717,14454
China,6733,7137,7031,6292,4790,3989,7027,8463
India,580,339,460,174,230,226,417,1367
United Arab Emirates,1102,445,682,426,381,303,525,970
Angola,41,210,94,317,274,175,921,642
Zambia,163,484,204,376,517,530,375,576
Türkiye,99,157,39,206,105,70,217,489
South Africa,1226,483,458,666,617,339,648,450
Belgium,263,181,229,156,138,153,295,357
Nigeria,13,185,47,8,93,7,9,145
"Tanzania, United Republic of",100,23,16,44,47,34,51,144
Uganda,65,49,98,57,61,77,40,109
France,101,84,141,66,127,42,79,94
Kenya,109,65,61,50,52,78,194,93
Rwanda,3,3,11,11,10,47,50,78
Germany,52,45,34,91,16,36,66,58
Portugal,7,1,1,2,0,0,1,44
Lebanon,20,86,23,14,28,28,21,42
United States of America,26,51,42,127,613,93,93,41
Netherlands,3,24,16,11,4,4,61,39
"Korea, Republic of",22,7,1,3,356,1,163,33
Japan,27,15,41,17,21,54,41,30
Italy,28,22,27,21,14,3,10,22
Côte d'Ivoire,60,51,58,35,68,91,72,21
Senegal,0,14,25,33,13,17,31,17
Benin,0,1,2,0,2,0,0,12
Ghana,0,0,0,0,0,0,0,12
Singapore,19,40,12,2,0,4,17,12
Spain,2,67,31,5,4,1,26,11
Jordan,1,0,0,0,0,0,2,10
Mexico,4,0,0,0,8,0,1,7
Viet Nam,57,73,41,19,1,21,19,7
Australia,21,6,3,5,2,5,11,6
Malaysia,33,29,35,22,1,1,5,6
United Kingdom,79,10,9,57,14,17,21,6
Thailand,22,6,4,4,4,1,0,5
Congo,0,0,12,0,0,0,0,4
Sweden,4,2,1,0,0,0,1,4
Denmark,0,0,0,34,363,10,147,3
Georgia,0,0,0,0,0,0,0,3
Greece,0,0,0,0,0,0,0,3
"Hong Kong, China",14,53,32,22,8,4,30,3
Hungary,0,0,0,0,0,0,0,3
Bangladesh,0,0,0,0,40,0,0,2
Romania,0,1,0,0,0,0,0,2
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,2
Cameroon,0,0,0,0,1,0,0,1
Finland,0,3,0,0,0,0,0,1
Poland,12,4,3,18,4,2,1,1
Switzerland,24,20,1,12,4,4,6,1
Egypt,0,0,6,45,31,14,3,1
"Korea, Democratic People's Republic of",1,0,0,0,0,0,0,0
Austria,0,0,0,0,1,1,2,0
Bahrain,0,0,38,0,0,0,0,0
Brazil,0,0,1,0,2,0,0,0
Brunei Darussalam,0,0,0,0,2,0,0,0
Burundi,0,0,0,1,47,0,0,0
Canada,9,3,0,2,0,2,1,0
Sri Lanka,0,1,0,0,0,0,1,0
Costa Rica,3,0,0,0,0,0,0,0
Cyprus,0,0,2,0,0,0,0,0
Ecuador,0,0,1,0,0,0,0,0
Ethiopia,47,24,0,0,0,1,0,0
Iceland,0,0,0,1,1,0,1,0
Indonesia,1,32,15,0,2,0,0,0
Israel,0,0,1,0,0,0,2,0
Kazakhstan,0,0,0,0,1,0,0,0
Madagascar,0,0,0,0,0,0,1,0
Malawi,0,0,13,0,0,0,0,0
Mali,0,3,0,0,0,0,0,0
Mauritania,6,5,0,0,0,0,0,0
"Taipei, Chinese",5,6,0,2,3,1,2,0
Morocco,0,0,6,0,1,1,1,0
Oman,0,0,0,2,0,0,0,0
Namibia,0,0,0,0,1,0,0,0
Pakistan,0,3,0,0,61,0,7,0
Panama,2,0,0,0,0,0,0,0
Philippines,2,1,0,0,0,0,0,0
Russian Federation,4,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,1,0,0,0,0
Saudi Arabia,9,2,0,0,0,4,0,0
Sierra Leone,0,0,0,0,0,2,0,0
Eswatini,0,0,0,6,0,0,0,0
Togo,0,0,1,0,0,0,0,0
Tunisia,19,17,13,0,0,16,0,0
Turks and Caicos Islands,0,17,0,0,0,0,0,0
Ukraine,4,0,0,0,0,0,0,0
HHI,0.556219697,0.627552337,0.651561174,0.614492068,0.463118394,0.557430573,0.546279428,0.537016472
