Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,34,53,293,668,1896,2618,1458,3246,1561,5158,15314,4679,3034,1148,1698,3580,1819,3948,3530,2954
South Africa,15,27,138,261,747,398,306,2195,894,2468,7305,1198,839,410,365,708,711,662,1027,1008
"Congo, Democratic Republic of the",12,18,16,53,464,569,197,574,207,1883,1080,992,309,220,443,359,362,420,1039,884
China,0,0,0,2,3,3,1,5,0,16,250,191,10,43,78,31,19,669,0,460
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
Australia,0,0,0,24,81,145,132,160,199,119,54,1,2,3,1,8,4,2,14,114
United Arab Emirates,0,0,0,0,2,4,0,0,4,4,5073,3,45,4,21,9,18,14,83,108
Zimbabwe,0,0,3,0,38,0,78,25,25,126,459,406,8,224,46,44,82,151,72,67
United States of America,0,0,37,22,81,94,91,51,60,26,47,769,16,22,2,15,73,16,81,39
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,34
Germany,0,0,0,1,43,30,213,1,11,19,167,279,1055,81,0,24,152,67,100,26
Belgium,0,0,0,0,0,0,0,0,0,148,16,1,0,0,0,1,5,48,9,18
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
United Kingdom,0,0,4,46,93,14,38,137,6,74,520,203,59,45,31,46,64,13,24,12
France,0,0,0,1,8,46,0,0,0,12,41,20,27,0,12,0,1,147,20,7
Canada,0,0,6,0,0,0,8,0,6,0,3,1,0,1,0,1,1,355,37,3
Botswana,5,0,0,14,2,406,6,0,0,0,6,0,6,31,0,5,2,0,72,2
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2
Austria,0,0,0,73,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0
