Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,13,0,0,0,142,61,0,1,43,239,234,154,198,138,177,131,23,0,5,0
France,12,0,0,0,140,61,0,0,43,231,231,135,113,90,129,95,12,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0
Italy,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nigeria,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,6,0,5,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,16,28,39,37,29,3,0,0,0
HHI,0.748292247,0,0,0,0.95225595,1,0,1,1,0.887695039,0.969775767,0.723112641,0.386497308,0.478720132,0.592910772,0.519294933,0.198612935,0,1,0
