Importers,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,15,134,111,141,119,79,196,115
Belgium,0,5,6,8,3,4,12,18
Germany,0,2,0,2,1,0,10,18
Uganda,1,0,0,4,0,0,9,15
Gabon,0,0,0,0,0,27,48,13
Lebanon,0,0,0,0,0,0,1,12
"Tanzania, United Republic of",0,0,0,0,0,2,0,9
Malawi,0,0,0,0,0,0,0,5
France,1,0,0,0,0,0,3,4
French Polynesia,0,0,0,0,0,0,0,3
Côte d'Ivoire,0,7,0,0,0,2,3,3
South Africa,0,1,2,3,3,14,22,3
China,0,0,0,0,0,0,0,2
Benin,0,0,0,1,0,0,0,2
Morocco,0,0,0,0,0,0,0,2
Spain,0,0,1,0,0,0,4,2
Montenegro,0,0,0,0,0,0,0,1
Senegal,0,0,0,0,0,0,1,1
India,0,0,0,0,0,0,0,1
Zimbabwe,0,0,0,0,0,0,4,1
United States of America,0,0,0,0,9,2,9,1
Zambia,0,0,0,1,0,0,0,1
Angola,6,52,98,115,36,14,2,0
Canada,0,2,0,0,0,1,7,0
Italy,0,0,0,0,0,0,2,0
Australia,0,0,0,0,1,7,1,0
Bangladesh,0,52,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,3,0
Cameroon,0,0,1,0,0,0,0,0
Central African Republic,0,0,0,2,1,0,0,0
Djibouti,0,0,0,0,0,0,4,0
Ghana,0,0,0,2,0,0,0,0
Greece,0,0,1,0,0,0,0,0
Guinea,1,0,0,0,0,0,22,0
Haiti,0,1,0,0,0,0,0,0
Kenya,0,0,0,0,59,0,0,0
"Korea, Republic of",0,0,0,0,0,0,1,0
Liberia,2,0,0,0,0,0,0,0
Madagascar,0,0,0,0,1,0,0,0
Mali,0,0,0,0,0,1,2,0
Mozambique,0,0,0,0,0,0,2,0
Namibia,0,0,0,0,0,0,3,0
Netherlands,0,0,0,0,0,0,1,0
Nigeria,0,0,0,0,0,0,2,0
Norway,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0
Panama,0,0,0,1,4,0,0,0
Portugal,0,0,0,0,0,0,1,0
Rwanda,0,0,0,0,0,2,0,0
Sudan,1,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,11,0
Türkiye,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,3,0
United Kingdom,0,0,3,0,0,1,0,0
Burkina Faso,1,12,0,0,0,3,2,0
HHI,0.111326636,0.340372733,0.81555684,0.735004543,0.397453084,0.226519426,0.166785497,0.130609321
