Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,44587,5191,4951,7571,10613,10263,11348,16061
China,2047,2229,1973,2723,6554,7200,5906,11693
India,1352,1401,991,1498,789,612,1263,1031
South Africa,40235,841,1452,1899,1868,1383,2283,1013
Germany,40,19,26,144,347,350,215,737
United Arab Emirates,67,34,34,62,79,117,119,515
Belgium,142,109,41,48,73,147,951,313
Zambia,2,5,17,4,36,7,64,169
Türkiye,0,0,36,1,2,36,9,107
France,515,298,8,36,14,212,87,93
Denmark,37,0,0,1,0,0,1,88
Finland,0,0,107,720,1,0,0,60
Italy,1,31,2,180,9,0,54,52
"Taipei, Chinese",2,2,0,0,0,3,8,48
Lebanon,8,5,0,2,14,15,2,36
Poland,0,0,0,0,0,0,0,20
United States of America,58,27,51,50,33,11,59,20
Kenya,11,4,8,11,15,30,18,19
Netherlands,0,0,0,0,149,112,10,10
"Korea, Republic of",1,0,0,0,0,0,0,7
Angola,0,3,0,0,0,0,6,5
Israel,0,0,0,0,0,0,0,5
Japan,0,0,0,9,0,0,0,5
Switzerland,26,0,1,17,1,5,56,4
Nigeria,0,0,4,0,0,0,0,3
Uganda,3,177,9,1,3,9,4,3
Australia,7,4,15,0,310,0,1,1
Mexico,0,0,0,0,0,0,0,1
Morocco,0,0,0,0,2,0,0,1
United Kingdom,1,0,73,4,9,2,0,1
Tokelau,0,0,0,0,0,0,32,0
Bangladesh,0,0,0,19,0,0,0,0
Brazil,0,0,1,0,0,0,0,0
Canada,0,0,3,23,0,0,8,0
Cyprus,0,0,0,0,5,0,0,0
Czech Republic,0,0,2,0,0,0,0,0
Ecuador,5,0,0,0,0,0,0,0
Greece,0,0,0,0,1,0,0,0
"Hong Kong, China",4,1,0,0,69,0,12,0
Côte d'Ivoire,0,0,3,0,35,0,0,0
Jordan,0,0,0,0,0,2,0,0
Mauritius,0,0,0,99,158,0,151,0
Portugal,0,0,65,0,1,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,11,0
Senegal,0,0,0,3,15,0,0,0
Singapore,0,0,11,10,18,8,0,0
Viet Nam,0,0,0,6,0,0,0,0
Spain,1,0,16,0,2,0,17,0
Eswatini,20,0,3,0,0,0,0,0
Sweden,0,0,0,0,0,0,1,0
Ukraine,1,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,1,0
"Tanzania, United Republic of",0,0,0,2,0,0,1,0
HHI,0.879568692,0.388901119,0.421397817,0.367685495,0.568197332,0.634434923,0.479095099,0.675977755
