Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Total,0,4,1,0,2,4,10,4,0,0,0,4,3,46,44,137,0,5,1,0
Congo,0,0,0,0,2,2,4,4,0,0,0,0,0,0,41,3,0,4,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Mauritania,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0
Viet Nam,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,1,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,1,1,0,1,0,0.047810851,1,0,0,0,0.284959256,1,0.358950482,0.775717951,0.931568132,0,0.401219067,1,0
