Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,6444,8005,13429,14886,13142,11522,9946,15471,17610,23150,50969,38767,86064,119976,126491,128984,134617,161926,193116,168944
United States of America,4303,5020,8306,9553,6842,4191,5276,7974,9169,9441,26128,10827,32638,45952,25531,20778,31700,59996,88906,71148
Canada,31,274,355,490,1232,3838,605,1011,362,1645,4559,6282,15137,26349,27932,34306,32543,32745,42687,36423
Japan,4,0,0,32,21,0,0,1,41,1181,2189,3786,12803,18946,22823,25505,24647,16258,13697,14716
United Kingdom,40,110,1447,1325,977,550,561,884,1380,3387,3513,2992,4388,3490,7272,7087,5829,4604,5772,8277
Spain,61,0,0,0,315,0,36,59,72,123,583,136,60,121,163,1650,1604,1339,9811,7006
China,0,64,73,259,473,847,1076,1964,3172,3150,3065,3651,3052,3425,5255,8200,4758,10535,4542,4914
Poland,16,0,0,0,0,0,0,0,5,13,53,114,304,936,1482,2791,3248,2425,2643,2729
Netherlands,0,146,0,0,0,12,0,17,0,11,0,132,924,1875,2867,4188,5975,2415,3418,2435
Germany,2,10,117,330,192,0,126,3,57,468,2242,461,1247,1981,2108,3045,2868,2578,2981,2323
India,0,16,0,0,0,0,0,1,10,0,25,1,25,64,156,622,1241,1941,1155,2312
Australia,77,367,862,1216,1005,993,830,1587,1604,1639,1696,2187,2206,2560,3204,1986,1477,5381,1916,2093
France,13,10,132,21,7,1,16,31,115,707,1307,1742,2833,1738,2432,2803,1653,966,1792,1649
Malaysia,820,319,406,448,449,82,162,377,265,210,434,516,1006,1250,1351,1536,1214,1025,1641,1588
Thailand,243,701,753,293,472,135,467,491,480,367,477,440,1298,827,339,354,190,2029,1997,1256
"Korea, Republic of",68,58,13,22,81,344,13,13,43,76,137,3288,2451,1526,1883,1870,2798,1334,858,963
