Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,55,139,199,86,548,90,178,196,252,533,126,17,15,40,47,60,52,24
United States of America,18,112,40,1,59,0,35,19,179,130,93,10,0,12,4,0,28,15
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Portugal,0,5,25,1,4,5,46,1,52,17,3,7,1,8,1,5,1,3
Belgium,0,0,0,0,36,1,0,2,3,21,0,0,0,0,0,0,0,0
Brazil,29,20,34,22,3,0,2,1,1,1,0,0,2,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
China,0,1,0,0,19,3,50,29,0,1,1,0,10,0,8,19,0,0
France,0,0,1,12,0,1,1,53,0,0,0,0,0,17,0,0,0,0
Germany,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Japan,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,2,258,46,10,6,11,350,14,0,0,1,1,0,0,0
India,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,36,23,0
Viet Nam,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
South Africa,7,0,1,47,156,5,35,82,2,0,0,0,0,0,11,0,0,0
Spain,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Switzerland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HHI,0.132851809,0.673209515,0.235796894,0.357834652,0.348928567,0.345699144,0.157186739,0.294518982,0.583884004,0.565002642,0.584443206,0.037303363,0.372750685,0.201242471,0.261068757,0.25123945,0.283328081,0.253881453
