Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,689,0,868,971,2,0,1,0,0,6,3,2,0,31,61,55,49,30,34,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
Canada,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,0
France,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,35,0,0,0
Germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,34,0
Niger,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,21,0,7,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,866,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HHI,0.995048284,0,0.99213542,1,1,0,1,0,0,0.487310034,1,1,0,1,1,0.112339564,0.411406499,0.117858007,1,1
