Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,30,105,81,61,8,62,91,140,99,12,0,0,0,0,0,0,0,0,1
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Angola,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
Germany,0,0,60,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,10,50,11,8,25,43,112,32,4,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,4,8,10,8,0,0,0,0,0,0,0,0,0
Senegal,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Spain,0,30,32,29,42,0,1,29,2,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0
HHI,0,1,0.310415281,0.323374424,0.437397391,1,0.343332446,0.183960756,0.708484039,0.250157752,0.130590976,0,0,0,0,0,0,0,0,1
