Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,92,266,193,0,219,414,237,236,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0
France,0,0,0,54,124,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
Germany,0,0,34,113,3,0,111,311,34,21,0,0,0,0,0,0,0,0,0,0
Italy,0,0,24,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,25,42,19,0,19,73,145,197,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,9,29,28,0,73,25,1,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.073393643,0.269401108,0.487467157,0,0.381008445,0.591201499,0.487017149,0.754193198,0,0,0,0,0,0,0,0,0,0
