Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,605,1738,1406,0,0,0,0,0,0,0,5460,5796,12494,6079,14181,12446,19641,31852
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,1296,1232,2439,2853,8967,4942,12597,23028
Ghana,0,0,0,0,0,0,0,0,0,0,20,792,0,610,1497,1297,0,5272
Senegal,0,0,0,0,0,0,0,0,0,0,23,16,79,2,1015,3950,3950,3315
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,70,0,0,0,10,5,0,56
Namibia,0,0,0,0,0,0,0,0,0,0,1,19,11,0,4,13,2,56
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,54
India,168,116,502,0,0,0,0,0,0,0,9,0,0,13,30,145,0,48
Mauritania,0,0,0,0,0,0,0,0,0,0,0,1926,79,68,1041,424,0,7
France,32,26,0,0,0,0,0,0,0,0,54,1,45,0,3,0,0,6
Netherlands,0,55,0,0,0,0,0,0,0,0,1,10,13,34,80,33,0,4
United Kingdom,0,0,3,0,0,0,0,0,0,0,10,3,11,140,9,6,2,3
Germany,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,5,1
Mozambique,0,0,0,0,0,0,0,0,0,0,14,12,0,9,2,1,0,1
United Arab Emirates,65,86,173,0,0,0,0,0,0,0,18,0,1,144,792,135,32,1
Belgium,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,7,125,0,0,0,0,0,0,0,15,0,705,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,376,4,0,10,5,147,1682,0
Portugal,61,45,43,0,0,0,0,0,0,0,2,17,8,1,1,3,0,0
South Africa,82,17,167,0,0,0,0,0,0,0,1,0,0,1,241,98,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,2,85,1,165,0,0,983,0
Myanmar,0,0,0,0,0,0,0,0,0,0,2970,0,2970,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,990,1848,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0
Cyprus,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,129,0,328,0,0,504,352,0
Denmark,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,248,0,4413,81,284,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,15,143,17,8,110,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,69,21,0,0,1,0
"Korea, Republic of",0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
"Taipei, Chinese",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
Netherlands Antilles,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,149,0,0,0,0,0,0,0,42,71,224,1,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
Singapore,0,0,12,0,0,0,0,0,0,0,80,0,5,0,0,0,0,0
Viet Nam,0,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,245,171,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
HHI,0.096250348,0.480165253,0.196799561,0,0,0,0,0,0,0,0.507056007,0.30083691,0.346125419,0.442168019,0.558004559,0.391463834,0.549676154,0.657377776
