Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2959,2226,2048,1262,1326,1762,2268,2233
Belgium,330,208,188,181,155,242,386,480
Brazil,222,320,59,79,173,174,304,422
Türkiye,220,167,10,94,44,186,208,406
South Africa,276,207,449,285,249,120,128,140
France,97,129,94,54,36,63,83,115
United Arab Emirates,103,14,50,12,14,22,7,94
Greece,60,52,71,94,47,51,84,68
India,733,313,17,43,9,28,47,63
Netherlands,63,85,140,2,23,31,70,61
Italy,14,142,41,7,126,242,343,59
China,37,27,179,64,108,31,71,50
Kenya,15,44,19,4,6,2,2,43
Mexico,0,84,0,26,51,47,62,41
Germany,1,5,152,44,134,132,83,33
Poland,19,1,5,27,4,38,37,22
Bulgaria,0,0,0,0,0,0,0,19
Zambia,2,0,2,0,2,0,6,19
Japan,0,0,0,0,0,0,0,18
Rwanda,1,0,0,0,1,0,24,17
Spain,5,97,91,23,27,11,20,14
Portugal,18,6,8,0,3,6,3,12
Lebanon,28,13,19,10,12,3,11,11
Canada,0,0,4,2,1,3,1,6
Angola,0,23,7,4,10,15,3,5
Uganda,10,5,8,1,0,6,1,5
United States of America,0,2,9,6,8,2,11,5
Morocco,22,19,0,9,7,4,5,2
Ukraine,0,0,0,0,0,0,0,2
Burundi,0,0,0,0,0,0,0,1
Malaysia,15,6,7,10,0,3,161,0
Argentina,0,0,0,0,3,0,0,0
Bangladesh,11,118,52,0,12,0,0,0
Brunei Darussalam,0,0,0,1,0,0,0,0
Cameroon,0,0,0,0,30,0,55,0
Colombia,550,100,326,131,5,0,24,0
Costa Rica,0,1,0,0,0,0,0,0
Cyprus,0,0,0,0,0,46,0,0
"Hong Kong, China",22,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,1,0,0
Indonesia,39,0,18,0,2,0,0,0
Ireland,0,34,2,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,91,2,0
Mali,0,0,0,0,1,0,0,0
Mongolia,0,0,0,0,17,0,0,0
Oman,0,0,16,0,0,0,0,0
Niger,0,0,0,21,0,0,0,0
Pakistan,0,0,0,0,5,0,0,0
Saudi Arabia,0,1,0,0,0,0,0,0
Singapore,0,1,0,0,0,2,0,0
Viet Nam,0,0,0,0,0,1,0,0
Sweden,0,0,0,3,0,0,0,0
Switzerland,3,2,2,0,0,0,2,0
Thailand,40,0,0,13,0,0,0,0
Egypt,0,0,0,5,0,0,0,0
United Kingdom,0,1,2,7,2,162,19,0
HHI,0.215389354,0.130288605,0.178486857,0.175196556,0.168858218,0.133622449,0.156574837,0.21202095
