Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1,0,28,22,21,40,45,57,770,40,23,31,9,16,8,7,5,6,0,0
Brazil,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,2,6,6,15,8,5,6,9,10,21,3,8,3,7,4,6,0,0
Portugal,1,0,1,8,5,25,33,47,758,24,13,11,6,8,5,0,1,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,4,8,10,0,3,5,5,6,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,0,0.218632176,0.011243197,0.063569682,0.074300818,0.426271496,0.606863649,0.968942532,0.317193987,0.020450174,0.196727973,0.130590976,0,0.074300818,1,0.401219067,1,0,0
