Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,73,5,0,2,1,53,3,4,54,12,51,259,93,153,197,24,4,1,1,60
Zimbabwe,0,0,0,0,0,32,0,0,0,7,0,0,59,0,25,9,0,0,0,55
"Congo, Democratic Republic of the",68,5,0,1,0,13,0,2,1,0,0,55,0,8,0,13,0,0,1,3
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,1,0,0,0,0,52,4,51,204,33,145,159,2,0,0,0,0
Namibia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,4,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HHI,0.771647363,1,0,0,1,0.216720406,1,0,0.913211875,0.235781367,1,0.370995993,0.067581034,0.826400004,0.572435476,0.205151259,1,1,1,0.807486573
