Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,26,0,53,29,8,4,7,44,0,0,0,7,120,1,35,0,2,4
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cameroon,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
China,0,0,46,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0
France,1,0,0,1,8,1,0,16,0,0,0,0,0,1,28,0,0,0
Japan,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
Nigeria,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
HHI,0.670852131,0,0.711626374,0.884370176,1,0.082863336,0.024510411,0.088174596,0,0,0,1,1,1,0.401219067,0,1,1
