Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,175,377,323,0,307,371,556,269,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,4,3,1,15,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,32,13,3,0,1,12,179,1,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,1,2,4,3,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,10,101,9,0,105,75,325,107,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,19,140,157,0,177,194,41,82,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,43,112,129,0,13,55,2,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.143471386,0.235233699,0.44886969,0,0.507794639,0.359764113,0.491780713,0.317138466,0,0,0,0,0,0,0,0,0,0
