Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,748,1759,7169,0,0,0,0,0,0,0,14481,5530,5217,5746,1214,673,1050,1916
Namibia,138,0,0,0,0,0,0,0,0,0,100,11,23,123,1,53,40,390
Gabon,0,4,0,0,0,0,0,0,0,0,262,0,372,96,187,0,2,299
United Kingdom,297,840,785,0,0,0,0,0,0,0,1674,1064,310,647,22,164,227,243
Nigeria,0,294,0,0,0,0,0,0,0,0,51,12,232,481,21,2,1,154
Cameroon,0,0,0,0,0,0,0,0,0,0,104,12,127,87,28,8,43,120
Ghana,0,0,0,0,0,0,0,0,0,0,42,0,59,156,58,3,28,110
United States of America,52,242,1945,0,0,0,0,0,0,0,2728,1720,498,617,168,30,42,64
Norway,0,0,1460,0,0,0,0,0,0,0,163,278,212,74,11,1,28,50
South Africa,108,105,106,0,0,0,0,0,0,0,160,224,58,78,24,109,65,44
Brazil,0,5,7,0,0,0,0,0,0,0,69,23,5,4,4,2,2,43
Netherlands,0,0,432,0,0,0,0,0,0,0,933,189,1115,801,12,2,0,39
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,287,229,430,83,27,10,2,39
France,6,67,30,0,0,0,0,0,0,0,859,114,19,1094,5,9,47,37
Mozambique,0,0,0,0,0,0,0,0,0,0,140,0,4,18,6,28,1,34
Congo,21,133,1552,0,0,0,0,0,0,0,467,13,111,62,8,3,41,26
Indonesia,0,11,0,0,0,0,0,0,0,0,33,4,43,28,8,0,18,26
Singapore,0,0,11,0,0,0,0,0,0,0,138,163,15,102,10,50,27,26
Senegal,0,0,0,0,0,0,0,0,0,0,1310,6,0,0,16,0,90,25
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,22
Germany,5,0,19,0,0,0,0,0,0,0,1212,166,26,39,172,3,10,20
Denmark,0,0,211,0,0,0,0,0,0,0,66,38,4,7,6,14,3,19
Portugal,54,6,3,0,0,0,0,0,0,0,52,125,104,173,23,14,16,10
Belgium,0,2,0,0,0,0,0,0,0,0,2251,325,199,102,1,120,188,7
Romania,0,0,0,0,0,0,0,0,0,0,0,58,0,130,10,1,0,7
Cuba,0,0,0,0,0,0,0,0,0,0,1,2,3,1,79,7,32,6
Qatar,0,0,0,0,0,0,0,0,0,0,3,0,4,7,5,0,4,6
Spain,0,28,0,0,0,0,0,0,0,0,69,20,10,0,7,0,1,6
Australia,0,0,0,0,0,0,0,0,0,0,8,9,28,6,7,1,1,5
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5
Kuwait,0,0,0,0,0,0,0,0,0,0,91,2,9,7,1,0,0,4
