Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,16,0,0,0,5,4,2,8,4,4,0,1,25,25,3,22,4,15,31,95
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
Lebanon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
Spain,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,15
France,1,0,0,0,4,2,1,2,1,0,0,0,0,18,1,0,0,14,9,9
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7
Togo,0,0,0,0,0,0,0,2,3,4,0,1,0,0,0,1,0,0,0,7
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Italy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
China,0,0,0,0,0,1,1,3,0,0,0,0,25,6,0,21,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Africa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.376803649,0,0,0,1,0.082863336,0,0.060660172,0.284959256,1,0,1,1,0.432153903,0.130590976,0.848501418,0.505610159,1,0.197506746,0.194736842
