Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,30,23,15,75,35,29,40,27,69,64,34,521,43,57,162,89,169,206,512,167
France,0,11,9,72,29,0,31,20,38,34,0,11,43,39,162,0,165,200,477,154
Ghana,0,0,0,0,1,0,5,2,0,0,10,0,0,0,0,0,0,0,0,7
Niger,0,0,3,3,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7
Belgium,5,12,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Italy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Nigeria,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Togo,25,0,0,0,0,0,0,4,31,25,0,64,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
HHI,0.487310034,0.002280788,0.203418298,0.866275402,0.637056082,0.566509996,0.574007624,0.429866879,0.012391687,0.205054604,0.265980897,0.260770493,1,0.158633746,1,0.266343529,0.919741142,0.902048198,0.775157655,0.820321676
