Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,0,0,1,0,0,2,0,16,131,0,230,121,37,12,5,16,20,7
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,16,19,6
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Rwanda,0,0,0,0,1,0,0,0,0,9,131,0,0,121,36,1,1,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
HHI,0,0,0,0,1,0,0,1,0,0.018787938,1,0,0.702826275,1,0.912846455,0.186483151,0.058300524,1,0.833778601,0.552622199
