Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,67,42,43,92,316,76,92,146,32,65,83,79,80,27,77,64,131,33,124,146
Portugal,51,27,16,37,47,51,68,119,29,42,39,31,63,17,39,19,82,20,89,124
Germany,0,0,0,4,0,0,8,13,2,8,9,1,1,0,10,17,0,0,33,17
Spain,4,0,0,0,0,3,0,6,1,0,0,6,0,0,1,3,0,1,0,3
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,0,3,5,7,267,19,15,7,0,0,6,1,0,0,3,25,33,0,1,1
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,12,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,7,3,0,18,0,3,0,0,0
Netherlands,12,11,21,43,0,3,1,0,0,14,26,34,0,10,6,0,0,0,0,0
United States of America,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
HHI,0.489546568,0.285049191,0.112468528,0.245597161,0.663867082,0.436562533,0.523911493,0.644691558,0.784549663,0.384615385,0.240335188,0.314345906,0.639079641,0.079816705,0.289378666,0.119779554,0.360664272,0.307775178,0.445248846,0.742324534
