,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,0.000677632053251245,0.002001595474864755,0.010071282580418825,0.01875499774605341,0.006058775782279521,0.004780888624006293,0.013765306673267707,0.01716143451021755,0.022653436343179522,0.015501518319797245,0.021062814570117053,0.017747627045092505,0.01704962214636088,0.012687741265793752,0.006748051239296081,0.00697691133978251,0.01397037359101333,0.0073897306293654475,0.004156363922636792,0.00431047006498353
2,0.006690807030778128,0.007406191285652179,0.009833261244003303,0.017530019,0.006346872721629259,0.010201803703165232,0.010138727635552111,0.012285903160236238,0.015625952541501602,0.014516621915498247,0.014633593890776252,0.01609514774277169,0.02123643549091368,0.021098727735136946,0.017934524051716656,0.02190308550635282,0.015722256609477944,0.014298541193755676,0.01637100404527919,0.015157176231153237
3,2.57346616452e-05,2.2026268776e-06,1.3798328913599999e-05,0.000232644,0.00050538,0.000256018,0.000167254496404872,0.000205647795105,0.000164811,0.000171816,0.000149361,0.000130628,0.000121984,9.02e-05,6.53e-05,3.71e-05,2.99e-05,6.384934599999999e-08,2.1252449848e-06,8.3018696096e-06
4,0.00020334172279000502,0.000437783673292158,0.000114054786895602,0.000492115488358624,0.0006940941025427701,0.000187279583815584,0.00033621986568365997,0.000644880187555075,0.0005441359487970089,0.00038145517344067003,0.000550084028817704,0.00025331786270148797,0.000217801971183173,0.000195931743798546,0.000126468824717718,6.0419710278816e-05,6.0238570113855005e-05,9.500704783952e-05,0.00011004434498820001,5.3621210571039996e-05
5,0.000369358119098787,0.000245084696570862,0.000299776391652436,0.000891287,0.00021013745595788402,8.5344904582272e-05,0.000150474864039141,0.00012359312221592,0.000159721144961391,0.00032646275671736,0.000255726362886176,0.000374297449002048,0.00019066373873620002,0.00020666855814891301,9.382248578622499e-05,0.000107668749271134,8.9830482795438e-05,0.000177394653406555,0.000470236275645504,0.000163914887131128
6,0.000866811327849792,0.0017395089124762802,0.006804980071199304,0.008329708759420486,0.04976656980673683,0.06148884235208398,0.07982219346820367,0.06075516779044588,0.06128582741762579,0.05383834996473255,0.057887370015098215,0.052593920306014924,0.06285344416916473,0.06132507367787532,0.057886738600886126,0.06265473889783524,0.06100938854471714,0.06629935723010123,0.06558257560614439,0.05926754526578477
7,0.0119325061873272,0.011972401474769285,0.008491983557216167,0.031880764646091464,0.016507654489617524,0.0359280786527361,0.07560722026757281,0.08050130530558598,0.06845435776381986,0.06822441650970094,0.08607057758342469,0.07855123237629383,0.08092365111380331,0.08327984253696925,0.07166624830278441,0.08556936822711832,0.0904140893957545,0.10238439031850921,0.10634793899214466,0.07469867024893788
8,0.0026581027471520133,0.0029856313051951,0.0019725799266597168,0.0009914349336372,0.0014996674929445442,0.0008586189023338781,0.0015089254399795501,0.0012242141220726718,0.000983376200397718,0.00098183053650234,0.000991946641195398,0.0008622824666561099,0.0009588053785710519,0.001075974063181056,0.000955879729275312,0.0014294708711710801,0.0012362318828445,0.001613943806010006,0.0014732747095788248,0.00111879428045034
9,0.11245217938287229,0.12714583097495538,0.12155215222807915,0.07665281313031266,0.09458391896810332,0.09469828616730412,0.07058661844628171,0.09935489755214456,0.09435364056409959,0.0886571803836505,0.05555501706361199,0.06251140981796856,0.06745689544596854,0.060855234083627384,0.07214839070705822,0.06825680386241763,0.06818898284545376,0.07127714947025833,0.08716086651593047,0.10313045131587911
10,0.006714390877203503,0.00425207133989255,0.00372029448907066,0.00319912,0.000145781498957238,0.0002654158270393,1.89479687375e-05,0.00538082790547206,0.0036915352392254703,0.00037947544114273795,0.000801494549975784,0.002608045335769566,0.00127331104073976,0.000951143628692136,0.008331768237299622,0.000311619315342384,7.9414194963544e-05,0.0009567087810675441,0.002788167692545098,0.0010215776533965
