Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,41,0,3,0,0,0,0,0,0,0,108,27,67,29,114,21,1,31
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,34,2,112,17,0,19
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,12,1,0,11,0,1,1,3
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Portugal,41,0,3,0,0,0,0,0,0,0,91,26,29,1,2,1,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HHI,1,0,1,0,0,0,0,0,0,0,0.728990444,0.875978523,0.336633623,0.195764988,0.958954009,0.665525056,1,0.223994549
