Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,44993,14560,14110,23069,25910,57399,53515,33124,80637,47330,43319,63917,63581,68594,59582,101172,92019,75347,140409,43398
India,2270,84,43,26,66,89,99,57,51,1471,937,1859,5966,636,124,176,579,742,35133,22687
Türkiye,1,0,0,46,395,427,586,388,725,290,288,115,120,948,1054,4125,2759,6034,72409,9967
France,1851,1561,1661,260,5604,5567,5601,4182,4666,9627,13779,8395,8494,10564,7707,20788,16887,14598,8123,3082
Netherlands,1093,1620,2,183,0,1,2066,598,7089,5193,5146,4000,5729,9504,7509,12512,9535,7995,877,2906
United Arab Emirates,1116,144,36,284,21,119,292,2146,4173,2274,823,162,305,540,202,953,1278,4694,1156,1781
Belgium,975,1465,4515,14000,11646,20776,10636,14492,8913,1741,842,10842,8636,6834,4865,15467,13402,12253,6049,777
China,33,57,65,164,155,2629,219,205,153,922,1211,188,238,156,311,258,644,433,295,522
South Africa,2,9,13,62,28,107,838,120,5114,1603,101,212,8,101,13,8,4,5,1,345
Ukraine,0,0,0,0,0,219,3396,0,0,0,0,2,6,203,1073,225,23569,4237,2592,317
United Kingdom,76,79,123,134,133,308,39,85,2238,225,180,392,295,463,871,1767,1664,1029,538,272
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,181,2492,6911,3684,3124,1541,205
Italy,6389,459,9,160,637,23115,12322,32,11991,483,8,13,19,17,18,6,36,100,15,123
Spain,0,0,0,0,1,0,0,0,0,2,4,635,0,0,3697,640,226,0,2,78
Sudan,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1871,1,49
Germany,32,3,220,11,5844,2249,1846,1798,1248,2556,1245,3726,5939,7403,2511,4104,2277,580,6,19
Egypt,15,0,11,5,136,91,0,641,1464,5451,4615,10070,18119,13264,15987,23332,10936,6992,7281,17
Portugal,0,0,0,0,0,0,0,0,0,0,0,761,0,1996,5536,2341,708,0,3208,16
Saudi Arabia,6,4,15,20,11,16,27,94,1,72,52,44,0,0,10,2,8,1,2,3
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United States of America,25033,8756,7108,7434,1166,465,15301,7739,13402,5571,7222,6179,2692,2398,0,93,556,14,181,1
Kenya,484,0,0,12,0,341,0,0,22,35,0,0,0,0,0,0,0,15,8,0
Falkland Islands (Malvinas),0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,385,0
Algeria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,0,4771,0,0
Austria,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,14,0,49,0,0,0,0,0,0,0
Bulgaria,687,0,0,0,0,0,2,0,0,0,0,0,0,0,0,351,0,0,0,0
Canada,4656,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3646,0,0
Cuba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0
Denmark,6,0,0,0,0,614,0,0,4411,8227,5753,10529,3593,12356,2968,2555,2140,950,0,0
Djibouti,0,49,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
