Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,57208,45170,32725,31710,58100,73442,68144,79557,86069,77702,206147,176836,125414,99685,118003,115354,151395,128175,183329,189740
China,7927,5781,2391,2644,3488,6288,5408,10080,7924,12117,42045,15379,26919,13755,14726,15885,37479,22655,28120,46451
France,18659,18647,16216,15727,30736,29483,30133,32207,27443,28809,63722,35424,40879,30016,23053,37007,34122,27477,47981,27355
Belgium,7512,2951,961,1616,4894,15000,5924,6546,14386,8413,10106,14235,14533,9060,8276,11867,15693,15054,17314,16513
United Arab Emirates,75,76,296,143,381,759,321,312,404,600,325,7550,789,1071,1767,4359,1097,1028,4960,13680
India,510,112,79,35,652,464,535,1331,700,954,2192,5036,4701,6747,39062,3098,6161,5232,13661,13445
Türkiye,378,101,102,9,206,128,190,72,19,314,520,2606,455,650,507,1821,1394,3594,4804,8406
Italy,2900,1659,1264,536,1413,4104,3357,7202,8317,2058,18077,6900,3615,3136,3410,3665,2038,1398,5283,6867
Switzerland,354,303,208,331,1355,324,121,463,787,680,100,137,1635,59,103,104,33,482,3965,4537
Ghana,19,62,120,152,101,583,22,283,411,735,3235,6517,1591,36,341,476,1666,686,2477,4485
Germany,2228,1425,1199,970,2118,3151,3977,1807,5308,3488,6271,3612,4238,12874,2276,3614,11830,8290,3454,4423
Denmark,1075,2613,925,304,3022,38,140,489,1066,6458,635,457,705,397,299,8532,1488,1455,4583,4160
United States of America,7537,2030,1208,599,1032,600,2163,4759,2291,894,30316,19977,2908,2122,4438,2963,4043,2578,1876,3866
Lithuania,0,0,0,0,0,0,0,0,0,0,6,0,24,246,0,0,8,5,55,3629
Spain,341,914,367,415,566,1061,529,440,737,235,721,1872,601,1558,1067,4390,637,1463,918,3410
Togo,249,268,203,608,1034,484,261,798,1114,663,1853,2180,2033,3832,2450,1224,1614,1898,4149,3184
