Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,903,2479,3052,4565,3987,1349,1653,1064,2620,240,895,563,638,844,1044,2190,9445,8668,4794,4748
Niger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5749,7297,3359,3775
Tunisia,8,0,0,0,38,0,0,1,0,0,0,38,0,69,0,190,81,121,248,375
France,44,63,57,75,74,80,263,19,21,55,226,52,81,408,123,108,70,116,154,178
Netherlands,1,489,39,50,62,55,24,34,88,82,96,198,161,191,159,95,195,235,281,157
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,44,120,28,166,60,40,126,180,71
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Indonesia,13,55,0,0,0,191,0,0,0,0,0,0,0,35,184,0,0,0,0,52
Spain,0,0,435,3122,2696,394,0,0,0,62,0,95,45,53,0,0,2,43,23,43
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Türkiye,0,357,0,0,0,0,0,0,0,36,47,134,94,32,188,20,0,103,28,11
Belgium,118,431,54,3,1,17,4,2,3,4,60,1,25,3,7,0,9,7,4,8
Lebanon,0,0,0,0,2,0,0,0,0,1,4,0,2,5,1,1,2,0,0,3
Central African Republic,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,389,198,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0
Australia,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Denmark,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,27,11,8,0,0,0,0,0,0,0,0,0,2,0,0
Italy,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Côte d'Ivoire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,183,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,108,0,190,1700,2775,555,0,0
Morocco,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,33,0,2,0
United States of America,0,605,1893,1227,1099,300,0,961,2016,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,717,1,4,0,0,16,1147,39,492,0,0,0,2,20,20,9,489,63,510,0
HHI,0.700446127,0.13015608,0.481995327,0.602787522,0.583407539,0.195361637,0.548845564,0.846815056,0.625175009,0.16976814,0.164517472,0.191735705,0.122219545,0.339082262,0.121444161,0.684677785,0.539424851,0.778342569,0.591615617,0.72011551
