Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,0,0,0,7,0,0,0,96,48,6,50,138,0,95,4,0,3,204
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,12,0,0,0,0
Thailand,0,0,0,0,0,7,0,0,0,72,48,6,50,9,0,14,4,0,3,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0
HHI,0,0,0,0,0,1,0,0,0,0.284959256,1,1,1,0.785091891,0,0.436832265,1,0,1,0.164728989
