Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2713,3035,3175,4860,6056,8028,7581,7857,8027,7203,8920,8448,8416,8505,10643,13077,13962,12337,11483,14059
Portugal,2000,2109,2230,3147,4495,6676,6180,6682,6010,3920,4423,4544,5658,7927,8003,9384,10387,10075,10061,11126
Spain,78,119,57,579,599,855,944,862,1514,2858,3866,3479,2139,436,2178,3357,3100,2074,1246,2533
Indonesia,0,0,0,0,0,0,62,29,37,0,0,0,1,0,0,0,0,0,37,79
China,0,0,0,6,9,0,3,21,6,0,17,0,25,0,13,0,1,10,0,70
Belgium,1,3,0,1,2,0,12,30,67,31,32,10,0,0,2,69,33,36,16,64
Senegal,15,22,10,21,55,163,32,9,2,7,9,12,9,14,9,110,52,13,49,62
Guinea-Bissau,0,0,0,0,0,72,36,48,41,34,37,30,42,38,44,38,76,27,25,44
Morocco,0,0,0,0,1,0,0,0,6,2,3,7,17,3,11,7,34,15,14,34
Thailand,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,18
Malaysia,0,0,0,0,0,0,0,0,0,0,25,0,29,0,0,26,12,10,0,9
Egypt,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8
Netherlands,22,15,3,91,17,38,36,15,13,7,15,35,43,10,25,12,58,16,6,5
Italy,25,32,48,41,17,8,29,33,66,33,42,54,27,0,18,6,4,1,0,4
Brazil,91,149,162,36,62,16,11,3,52,48,63,61,78,1,31,4,11,0,1,2
France,0,3,0,40,105,24,36,18,29,12,38,13,26,0,7,2,6,3,6,2
United States of America,2,1,1,8,12,0,2,0,5,5,0,1,1,1,3,9,0,1,0,1
United States Minor Outlying Islands,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Azerbaijan,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Argentina,0,3,6,52,109,3,30,50,35,34,83,24,7,0,23,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Central African Republic,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,17,28,0,0,0,0,0,0,0,48,22,0,81,29,44,44,115,21,0,0
Chile,0,0,0,30,24,0,8,13,20,43,76,45,50,0,46,0,0,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Costa Rica,0,1,0,8,14,0,4,4,8,9,14,18,11,0,9,0,0,0,0,0
Cyprus,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Czech Republic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,55,22,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,2,2,1,1,2,0,4,0,0,0,0,0
Guinea,2,25,31,65,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Iceland,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
New Zealand,0,0,0,0,2,0,1,2,4,1,2,9,0,0,0,0,0,0,0,0
Pakistan,2,1,9,2,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peru,0,0,0,2,0,0,16,0,19,16,27,36,25,0,42,0,0,0,20,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,7,0,33,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Viet Nam,0,0,23,0,0,0,0,0,36,16,23,0,23,0,0,0,0,0,0,0
South Africa,458,516,596,651,459,171,103,22,32,46,81,54,76,0,41,0,0,0,0,0
Zimbabwe,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,66,2,0,6,0,4,5,2,0,0,0,1,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0
Tunisia,0,0,0,1,1,0,3,0,2,3,2,2,3,0,2,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,2,1,0,7,0,2,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0
Ukraine,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,1,0,0,0,3,1,8,11,4,6,0,3,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HHI,0.659381727,0.624515203,0.619438922,0.590870856,0.69153563,0.769455907,0.777437075,0.817837851,0.722471825,0.600823164,0.58108339,0.59699427,0.658680595,0.904768152,0.734501608,0.682950212,0.70196778,0.775935508,0.832325299,0.748933256
