Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,5,18,0,0,0,0,0,0,0,0,2327,3,496,5,38,317,874,934
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,203,0,391,0,0,289,281,934
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,46,0,8,12,39,0
Congo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,16,203,0
Italy,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0
Mozambique,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Portugal,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,2113,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,5,0,38,0,0,0,351,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,0.058891912,0,0,0,0,0,0,0,0,0.841208357,0.130590976,0.596901469,1,0.165462229,0.796172621,0.132415648,1
