Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1742,1448,1218,737,1053,706,951,1461
China,1340,1141,765,528,858,645,762,1080
United Arab Emirates,78,43,14,15,37,8,39,165
South Africa,114,38,21,37,83,7,48,106
Kenya,52,3,4,86,8,8,3,25
Belgium,34,3,302,6,8,1,0,14
"Korea, Republic of",0,0,0,0,0,1,0,12
Zambia,17,16,5,7,10,6,17,11
Indonesia,0,0,0,0,0,0,0,7
Poland,0,0,2,2,0,0,0,7
Angola,0,3,1,0,3,3,5,6
India,8,7,29,10,9,0,8,6
Japan,6,1,2,0,0,0,0,5
Uganda,3,18,40,23,5,12,2,4
Germany,12,17,23,7,0,0,0,3
"Tanzania, United Republic of",5,0,0,2,1,3,13,2
United States of America,0,1,0,1,9,1,5,2
Morocco,0,3,0,2,2,0,0,1
Rwanda,5,0,3,0,1,1,2,1
Switzerland,1,1,0,0,0,0,1,1
Türkiye,0,0,1,0,0,4,1,1
Turks and Caicos Islands,0,0,0,0,0,0,0,1
Australia,0,0,0,0,0,0,33,0
Austria,2,0,0,0,0,0,0,0
Bangladesh,0,3,0,1,1,0,0,0
Brazil,1,0,0,0,0,0,0,0
Canada,0,0,1,0,0,0,0,0
Benin,2,0,0,0,0,0,0,0
France,37,103,1,2,12,1,5,0
"Hong Kong, China",14,0,0,6,5,1,0,0
Italy,3,0,2,0,1,0,0,0
Malaysia,0,8,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,3,0
Netherlands,0,5,0,0,0,0,0,0
Niger,1,0,0,0,0,0,0,0
Pakistan,1,0,0,0,0,0,0,0
Philippines,4,0,0,0,0,0,0,0
Singapore,0,1,0,0,0,0,0,0
Viet Nam,0,0,0,1,0,0,0,0
Spain,1,32,1,0,0,0,0,0
Eswatini,1,0,0,0,0,1,0,0
Sweden,0,0,0,0,0,0,3,0
United Kingdom,0,0,1,0,0,0,0,0
HHI,0.716785175,0.733131805,0.580942143,0.642110238,0.761972826,0.885379515,0.742668717,0.682417331
