Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,76,172,175,0,0,0,0,0,0,0,464,323,166,198,186,280,248,192
South Africa,0,17,22,0,0,0,0,0,0,0,7,15,5,19,9,27,15,34
Cuba,0,11,0,0,0,0,0,0,0,0,1,4,3,3,2,2,11,28
United States of America,21,22,4,0,0,0,0,0,0,0,108,12,11,13,10,72,25,21
Ghana,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,7,16
Sao Tome and Principe,0,1,1,0,0,0,0,0,0,0,7,19,29,25,19,5,23,14
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,13,93,7,4,62,34,45,13
Belgium,0,2,0,0,0,0,0,0,0,0,37,7,8,1,1,1,8,11
Portugal,1,3,17,0,0,0,0,0,0,0,11,24,7,16,21,20,7,7
France,6,12,83,0,0,0,0,0,0,0,51,14,14,2,10,10,9,6
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
United Kingdom,5,37,0,0,0,0,0,0,0,0,7,1,9,6,3,10,6,6
Brazil,0,18,0,0,0,0,0,0,0,0,17,8,13,2,15,6,1,4
Congo,0,1,0,0,0,0,0,0,0,0,84,1,0,0,5,3,13,4
Netherlands,1,0,3,0,0,0,0,0,0,0,0,1,2,0,1,8,2,2
Spain,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,5,2
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,10,0,7,51,1,0,21,2
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
China,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Denmark,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Namibia,0,0,1,0,0,0,0,0,0,0,15,22,0,14,12,45,17,1
Senegal,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1
India,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,1
Singapore,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1
Zimbabwe,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
Türkiye,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1
Canada,0,0,0,0,0,0,0,0,0,0,2,30,1,1,1,0,0,0
Ethiopia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,4,0,0,0,0,0,0,0,0,0,4,1,0,1,1,5,1,0
Kenya,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mali,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,11,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0
Norway,0,7,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Argentina,13,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
El Salvador,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,1,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
