Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,130,160,237,3,153,541,314,122,349,542,138,6058,994,3347,3537,1421,495,3110,3764,4401
"Congo, Democratic Republic of the",119,0,233,0,149,185,208,61,243,0,4,5359,0,3235,3353,13,29,2674,3354,3825
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,7,3,270,0,23,4,19,5,365,290,494
Uganda,0,0,0,0,0,6,19,43,62,149,0,67,0,26,40,3,11,61,58,76
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
Kenya,0,33,0,0,0,2,0,0,33,67,93,87,0,58,45,38,24,1,7,1
Belgium,10,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
France,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,4,0,0,0,0
Rwanda,0,127,0,0,0,347,87,2,4,235,38,268,0,4,94,1342,424,0,8,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0
Congo,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,44,0
Ethiopia,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Switzerland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
Ukraine,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
HHI,0.80750774,0.385812362,0.960281304,1,0.911937426,0.506072911,0.338876074,0.389066738,0.535290976,0.228060765,0.45780101,0.825239949,0.302767886,0.9398482,0.917214508,0.911467423,0.775403527,0.78779919,0.830575081,0.776603933
