Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,28,11,10,0,0,0,0,0,0,0,141,140,93,128,58,92,67,137
France,0,0,4,0,0,0,0,0,0,0,50,22,15,4,5,8,4,56
Germany,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,1,21
Belgium,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,5,0,15
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,7,35,3,3,12,6,16,14
South Africa,1,0,1,0,0,0,0,0,0,0,11,10,8,14,2,4,5,6
United Kingdom,2,0,1,0,0,0,0,0,0,0,2,0,3,3,0,5,4,5
United States of America,1,3,0,0,0,0,0,0,0,0,8,8,6,7,4,19,8,4
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Portugal,0,0,0,0,0,0,0,0,0,0,3,13,9,6,7,5,4,2
Brazil,4,1,0,0,0,0,0,0,0,0,3,2,1,5,2,1,2,1
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Guinea,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,4,2,1
Sao Tome and Principe,0,1,0,0,0,0,0,0,0,0,4,14,3,5,11,4,4,1
Spain,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
China,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,3,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,3,2,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Norway,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
