Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,110245,28518,37256,26,105852,29958,58,8,130,1066,1102,149,407,80,18,2,10,43,9,5
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Somalia,28808,16747,17951,15,68352,23274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,194,170,106,0,382,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,1,62,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,2,3,24,0,263,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Denmark,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1,6,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,77683,6465,16157,6,28862,5682,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,19,21,6,0,21,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",17,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,42,56,0,165,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,76,79,9,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Japan,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,489,796,0,3564,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,2,8,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,3,0,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,69,52,61,0,141,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Norway,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,352,380,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,3,45,60,0,117,6,0,0,0,0,0,0,0,0,16,0,0,0,9,0
Singapore,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,1063,1102,149,401,80,2,2,0,42,0,0
Sudan (before 2012),0,1,5,0,7,3,10,4,126,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2,2,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,19,15,1,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,38,50,41,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,13,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2154,3410,1864,5,2612,276,0,0,0,0,0,0,0,0,0,0,8,0,0,0
United States of America,645,424,42,0,18,0,1,5,2,1,0,0,4,0,1,0,0,0,0,0
Yemen,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.693987417,0.569589855,0.575506705,0.172940762,0.63828325,0.735967785,0.590324491,0.318490639,0.927560305,0.99334348,1,1,0.965264985,1,0.757547386,1,0.556142721,0.921544793,1,1
