Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,936,62,2782,3392,7400,7341,4972,4760,4032,5341,5824,4816,8797,4971,3492,3803,4724,6858
Cameroon,50,7,116,545,508,360,104,422,186,487,991,194,1096,8,1238,2012,1986,3246
United States of America,228,0,327,0,1734,1752,132,710,887,342,439,1370,0,642,1327,567,1635,1711
India,0,0,0,0,0,51,19,31,20,0,0,115,115,44,0,14,58,772
United Arab Emirates,0,0,0,0,0,0,0,37,0,0,59,12,128,0,0,0,0,433
Malaysia,6,0,1333,1797,2776,2222,8,2472,1831,1330,2182,1985,4431,700,655,711,335,288
Indonesia,0,0,572,311,1223,1477,0,885,856,1428,986,923,1117,2857,83,360,286,167
Italy,0,0,320,0,2,435,0,0,0,0,0,0,0,0,0,0,0,76
Singapore,0,0,23,248,570,737,0,69,28,0,36,0,0,165,52,0,0,35
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,21
Morocco,0,0,23,172,0,0,0,0,0,131,0,0,0,0,10,18,13,17
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Belgium,136,11,0,220,43,0,77,32,24,18,16,17,46,12,0,0,0,10
China,0,0,0,9,2,120,620,35,61,1276,71,0,0,177,0,5,0,9
Lebanon,0,0,0,0,81,10,0,2,0,0,3,0,1,2,0,0,0,1
Chad,0,0,0,0,10,0,24,1,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,56,35,179,215,0,33,236,0
"Congo, Democratic Republic of the",57,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Denmark,143,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
France,95,44,14,20,132,2,2036,12,68,235,20,119,567,13,7,65,6,0
Gabon,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Germany,3,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,40,0,0,0,27,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,3,0
Kenya,0,0,0,0,127,145,0,0,0,0,947,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
Netherlands,200,0,0,28,52,0,239,21,12,0,10,10,0,29,53,0,0,0
Nigeria,0,0,0,0,0,0,73,8,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
Portugal,0,0,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
Slovakia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,30,0,0,31,63,10,37,1002,92,68,18,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0
Sweden,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,4,0,0,0,191,5,0,10,0,0,0,0,0,0,0,0
Türkiye,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,50,0
United Kingdom,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0
HHI,0.152589083,0.385259876,0.340049886,0.37417199,0.319240195,0.231892018,0.318209085,0.438194502,0.367444577,0.217640326,0.290493701,0.339940653,0.357020975,0.467130133,0.330691267,0.398363209,0.363672732,0.403621978
