Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,77,39,63,0,44,83,390,40,2,0,3,0,0,0,0,32,4,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,16,2,10,0,0,2,4,9,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,0,0,1,3,0,0,4,11,20,13,0,0,1,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,7,0,23,17,356,1,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,43,4,7,0,8,33,2,9,2,0,2,0,0,0,0,32,4,0
Romania,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,12,28,30,0,8,17,3,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.311562374,0.516816749,0.218949251,0,0.307939247,0.21458735,0.855290231,0.215646602,1,0,0.130590976,0,0,0,0,1,1,0
