Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,85,6,0,0,0,2,16,0,0,711,3,34,0,1,0,5,2,37,4,3
Togo,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Gabon,0,0,0,0,0,0,16,0,0,0,3,1,0,1,0,5,2,2,2,1
China,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0
France,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
Germany,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nigeria,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.31244008,1,0,0,0,1,1,0,0,0.295476996,1,0.90110309,0,1,0,1,1,0.751950394,0,0.130590976
