Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,15,19,64,79,72,0,320,93,116,112,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,15,19,9,22,20,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,25,9,4,0,233,53,75,97,0,0,0,0,0,0,0,0,0,0
Spain,0,0,17,48,45,0,1,11,4,13,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,12,0,1,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,1,0.145349312,0.238171176,0.471136129,0,0.585476977,0.293918687,0.414865603,0.701874266,0,0,0,0,0,0,0,0,0,0
