Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,919,618,508,1,443,286,321,808,1826,699,917,1159,1919,1450,1501,1531,1400,1949,2911,3767
United States of America,130,158,175,0,62,34,43,101,98,108,203,183,370,446,529,597,345,856,1418,1919
United Kingdom,2,1,1,0,1,7,3,4,12,18,26,23,32,20,70,63,80,93,337,422
Canada,0,7,12,0,8,18,7,15,13,21,19,46,45,59,71,80,73,112,233,380
Netherlands,0,1,1,0,2,9,0,0,0,0,0,1,3,17,37,57,28,107,205,147
Israel,2,12,145,0,42,19,71,47,155,140,190,162,190,179,204,105,150,150,133,130
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Sweden,1,1,3,0,4,10,0,0,1,3,6,13,34,63,36,54,20,51,128,117
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
South Africa,0,0,0,0,3,3,0,24,21,129,132,127,186,226,255,110,78,216,79,87
Germany,9,3,3,0,2,1,0,0,2,1,1,31,54,134,71,75,49,40,117,78
Saudi Arabia,157,90,31,0,83,20,1,13,42,75,58,300,388,43,82,72,260,100,25,58
Djibouti,614,312,80,1,51,49,6,48,78,55,69,146,153,102,70,150,95,49,25,49
Australia,0,0,0,0,5,2,2,2,17,7,15,9,16,35,15,30,9,21,35,46
Italy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,11,8,41
United Arab Emirates,0,3,10,0,1,10,0,0,0,1,0,44,0,4,1,1,34,63,82,25
Belgium,0,0,0,0,0,1,0,0,0,0,0,1,60,0,1,2,1,6,6,11
Switzerland,0,0,0,0,0,0,0,1,0,0,5,2,6,14,17,8,4,11,20,10
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8
Norway,0,0,0,0,0,0,0,1,4,3,7,16,23,34,20,14,7,10,11,7
New Zealand,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,5,6
Kuwait,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,8,2
Bahrain,1,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
Eswatini,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
France,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,4,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,14,0,73,0,0,0,901,0,0,0,0,0,0,0,0,0,12,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,1,0
Austria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0
Greece,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,1,1,2,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,139,160,48,53,62,17,8,7,39,6,0
Sudan (before 2012),0,0,17,0,65,101,187,550,476,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Ukraine,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,154,0,0,0
"Tanzania, United Republic of",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Yemen,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.556074491,0.434681818,0.31543081,1,0.162383286,0.241248103,0.440201257,0.575639155,0.425830558,0.176014538,0.206448935,0.208912335,0.198822678,0.238919139,0.271151434,0.275208342,0.190878007,0.336840792,0.399066286,0.416185419
