Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,67831,47852,46575,69992,64654,60921,102371,183806
China,25219,17088,16392,34207,33824,30908,50317,103542
South Africa,13723,7515,6902,9403,8373,6307,11761,15655
Italy,2114,1020,3408,2430,1417,542,2332,14134
Türkiye,824,1106,932,1082,927,1079,4455,12414
India,1184,1068,735,1348,4110,1430,5390,5841
Belgium,4268,6106,3050,2381,1976,1469,3665,3491
United Arab Emirates,4002,1406,1123,2003,1011,1106,1918,3395
France,1710,1454,1622,785,923,1362,3059,3307
United States of America,2348,1351,916,5292,1002,973,2579,2592
Malaysia,1303,806,549,1185,1222,997,1280,2463
"Tanzania, United Republic of",693,156,92,204,112,104,730,2184
Zambia,354,297,175,476,709,502,1156,1999
Portugal,255,4,5,86,11,26,2,1878
Australia,133,113,643,811,588,66,212,1379
Brazil,1385,244,109,166,263,181,785,911
Kenya,786,547,531,639,380,656,1934,742
Lebanon,967,990,245,618,399,162,492,603
Germany,1096,330,380,615,630,345,1105,577
Netherlands,478,106,221,91,454,194,221,512
Egypt,131,14,35,447,111,75,1502,504
Finland,33,60,60,241,359,207,413,491
Singapore,32,5,1,4,28,69,251,488
Poland,60,122,116,60,45,20,246,481
United Kingdom,333,153,243,144,1753,144,1717,448
Uganda,962,1399,5223,1504,468,291,559,372
Morocco,98,170,19,124,151,97,41,365
Angola,27,88,53,273,212,27,118,301
Japan,93,127,80,87,13,11,216,227
"Hong Kong, China",151,354,116,50,751,48,218,216
"Taipei, Chinese",152,43,125,54,46,110,170,199
Sweden,140,70,28,96,23,164,67,198
"Korea, Republic of",90,4,45,2,260,32,964,192
Norway,3,3,36,1,11,13,159,192
Rwanda,267,133,82,41,120,168,155,167
Greece,3,7,221,2,1,11,14,122
Indonesia,238,120,39,198,52,4,127,116
Canada,259,357,119,203,427,379,370,111
Switzerland,344,139,95,39,58,8,194,103
Tunisia,1,0,1,1,0,0,3,96
Spain,179,767,432,86,92,544,83,76
Hungary,1,0,0,3,555,0,0,74
Ghana,29,278,24,10,0,102,0,70
Burundi,4,1,0,3,10,28,171,68
Senegal,14,44,12,9,7,9305,207,47
Denmark,492,889,705,86,246,376,45,43
Serbia,1,34,15,0,17,3,0,43
Philippines,109,0,0,0,1,0,0,40
Thailand,86,8,13,5,10,1,3,40
Croatia,0,0,29,0,0,1,119,38
Bosnia and Herzegovina,0,0,0,0,0,0,0,36
Bangladesh,0,23,4,296,23,3,35,22
Mauritius,0,0,0,0,0,0,209,18
Mauritania,0,0,0,92,0,18,0,16
Djibouti,0,3,0,0,0,0,0,15
Côte d'Ivoire,54,30,0,24,24,16,6,15
Austria,6,11,6,0,0,0,0,14
Togo,12,0,0,0,33,6,81,14
Cocos (Keeling) Islands,0,0,0,0,0,1,0,11
Namibia,0,4,0,6,65,1,72,11
Pakistan,20,405,13,31,0,0,25,10
Viet Nam,2,18,0,150,87,0,7,9
Cameroon,167,15,15,10,98,0,53,8
Luxembourg,0,0,7,1,1,118,125,8
Zimbabwe,36,0,0,0,0,23,0,7
Ireland,1,0,1,1,1,1,2,6
Turks and Caicos Islands,0,82,2,0,0,0,3,6
Uruguay,8,0,0,0,0,0,0,6
Saudi Arabia,4,13,0,1,0,0,0,5
Czech Republic,0,0,3,3,1,2,0,4
Mexico,1,0,2,10,8,2,2,4
